0,Tamale,Ghana,0,9.433,-0.848,168
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
04/21/2012,14:00:00,782,567.8,294,32.15,988.48,
04/21/2012,15:00:00,676,728.05,165,30.94,989,
04/21/2012,16:00:00,439,585.44,147,29.73,989.52,
04/21/2012,17:00:00,176,268.97,105,28.52,990.04,
04/21/2012,18:00:00,0,0,0,27.84,990.67,
04/21/2012,19:00:00,0,0,0,27.16,991.29,
04/21/2012,20:00:00,0,0,0,26.48,991.91,
04/21/2012,21:00:00,0,0,0,26.34,991.97,
04/21/2012,22:00:00,0,0,0,26.2,992.04,
04/21/2012,23:00:00,0,0,0,26.06,992.1,
04/22/2012,00:00:00,0,0,0,26.12,991.29,
04/22/2012,01:00:00,0,0,0,26.18,990.47,
04/22/2012,02:00:00,0,0,0,26.25,989.65,
04/22/2012,03:00:00,0,0,0,25.89,989.85,
04/22/2012,04:00:00,0,0,0,25.54,990.04,
04/22/2012,05:00:00,0,0,0,25.18,990.24,
04/22/2012,06:00:00,13,17.93,12,26.96,990.7,
04/22/2012,07:00:00,226,367.78,114,28.73,991.16,
04/22/2012,08:00:00,457,515.98,181,30.5,991.61,
04/22/2012,09:00:00,686,659.2,204,31.75,991.09,
04/22/2012,10:00:00,827,631.81,271,33.01,990.57,
04/22/2012,11:00:00,913,615.73,315,34.26,990.04,
04/22/2012,12:00:00,975,696.98,279,34.41,989.33,
04/22/2012,13:00:00,958,760.19,228,34.55,988.61,
04/22/2012,14:00:00,840,731.17,212,34.7,987.89,
04/22/2012,15:00:00,651,641.63,201,33.52,987.85,
04/22/2012,16:00:00,408,455.5,181,32.34,987.82,
04/22/2012,17:00:00,148,144.07,110,31.17,987.79,
04/22/2012,18:00:00,0,0,0,30.25,988.67,
04/22/2012,19:00:00,0,0,0,29.33,989.55,
04/22/2012,20:00:00,0,0,0,28.42,990.44,
04/22/2012,21:00:00,0,0,0,28.12,990.73,
04/22/2012,22:00:00,0,0,0,27.82,991.02,
04/22/2012,23:00:00,0,0,0,27.52,991.32,
04/23/2012,00:00:00,0,0,0,27.41,990.47,
04/23/2012,01:00:00,0,0,0,27.3,989.62,
04/23/2012,02:00:00,0,0,0,27.19,988.77,
04/23/2012,03:00:00,0,0,0,26.78,989.1,
04/23/2012,04:00:00,0,0,0,26.37,989.42,
04/23/2012,05:00:00,0,0,0,25.95,989.75,
04/23/2012,06:00:00,14,17.38,13,27.65,990.31,
04/23/2012,07:00:00,219,326.86,119,29.34,990.86,
04/23/2012,08:00:00,448,479.54,191,31.04,991.42,
04/23/2012,09:00:00,676,624.47,219,31.74,990.8,
04/23/2012,10:00:00,857,715.69,227,32.45,990.17,
04/23/2012,11:00:00,966,751.69,236,33.15,989.55,
04/23/2012,12:00:00,1009,788.36,222,34.38,988.51,
04/23/2012,13:00:00,962,773.08,220,35.61,987.46,
04/23/2012,14:00:00,826,693.2,231,36.84,986.42,
04/23/2012,15:00:00,630,576.48,226,35.66,986.22,
04/23/2012,16:00:00,405,447.85,182,34.48,986.03,
04/23/2012,17:00:00,164,212.47,108,33.3,985.83,
04/23/2012,18:00:00,0,0,0,32.33,986.68,
04/23/2012,19:00:00,0,0,0,31.36,987.53,
04/23/2012,20:00:00,0,0,0,30.39,988.38,
04/23/2012,21:00:00,0,0,0,29.96,988.7,
04/23/2012,22:00:00,0,0,0,29.54,989.03,
04/23/2012,23:00:00,0,0,0,29.11,989.36,
04/24/2012,00:00:00,0,0,0,28.75,989.16,
04/24/2012,01:00:00,0,0,0,28.4,988.97,
04/24/2012,02:00:00,0,0,0,28.04,988.77,
04/24/2012,03:00:00,0,0,0,27.64,989,
04/24/2012,04:00:00,0,0,0,27.24,989.23,
04/24/2012,05:00:00,0,0,0,26.83,989.46,
04/24/2012,06:00:00,15,16.88,14,28.2,989.88,
04/24/2012,07:00:00,215,299.38,123,29.56,990.31,
04/24/2012,08:00:00,430,413.48,208,30.92,990.73,
04/24/2012,09:00:00,530,256.69,342,31.88,990.08,
04/24/2012,10:00:00,665,282.8,416,32.85,989.42,
04/24/2012,11:00:00,699,226.56,479,33.81,988.77,
04/24/2012,12:00:00,722,229.48,493,33.76,988.38,
04/24/2012,13:00:00,821,441.99,397,33.71,987.99,
04/24/2012,14:00:00,733,454.67,343,33.67,987.59,
04/24/2012,15:00:00,622,555.5,233,32.95,987.53,
04/24/2012,16:00:00,351,267.31,218,32.24,987.46,
04/24/2012,17:00:00,164,212.61,108,31.53,987.4,
04/24/2012,18:00:00,0,0,0,30.59,988.08,
04/24/2012,19:00:00,0,0,0,29.65,988.77,
04/24/2012,20:00:00,0,0,0,28.71,989.46,
04/24/2012,21:00:00,0,0,0,28.41,989.72,
04/24/2012,22:00:00,0,0,0,28.11,989.98,
04/24/2012,23:00:00,0,0,0,27.81,990.24,
04/25/2012,00:00:00,0,0,0,27.51,989.75,
04/25/2012,01:00:00,0,0,0,27.22,989.26,
04/25/2012,02:00:00,0,0,0,26.92,988.77,
04/25/2012,03:00:00,0,0,0,26.59,988.9,
04/25/2012,04:00:00,0,0,0,26.27,989.03,
04/25/2012,05:00:00,0,0,0,25.94,989.16,
04/25/2012,06:00:00,14,16.42,13,27.62,989.49,
04/25/2012,07:00:00,217,307.83,122,29.3,989.82,
04/25/2012,08:00:00,443,455.54,198,30.98,990.14,
04/25/2012,09:00:00,673,613.97,223,32.39,989.33,
04/25/2012,10:00:00,861,726.73,221,33.79,988.51,
04/25/2012,11:00:00,970,763.2,229,35.2,987.69,
04/25/2012,12:00:00,1012,800.96,213,34.98,987.01,
04/25/2012,13:00:00,960,771.83,220,34.76,986.32,
04/25/2012,14:00:00,820,678.97,238,34.54,985.63,
04/25/2012,15:00:00,618,544.49,237,33.63,985.86,
04/25/2012,16:00:00,403,446.54,181,32.72,986.09,
04/25/2012,17:00:00,134,98.77,108,31.82,986.32,
04/25/2012,18:00:00,0,0,0,31.18,987.23,
04/25/2012,19:00:00,0,0,0,30.54,988.15,
04/25/2012,20:00:00,0,0,0,29.91,989.06,
04/25/2012,21:00:00,0,0,0,29.48,989.42,
04/25/2012,22:00:00,0,0,0,29.04,989.78,
04/25/2012,23:00:00,0,0,0,28.61,990.14,
04/26/2012,00:00:00,0,0,0,28.19,989.72,
04/26/2012,01:00:00,0,0,0,27.77,989.29,
04/26/2012,02:00:00,0,0,0,27.36,988.87,
04/26/2012,03:00:00,0,0,0,27.06,989.1,
04/26/2012,04:00:00,0,0,0,26.76,989.33,
04/26/2012,05:00:00,0,0,0,26.47,989.55,
04/26/2012,06:00:00,11,0,11,27.75,990.01,
04/26/2012,07:00:00,157,87.14,130,29.04,990.47,
04/26/2012,08:00:00,310,115.09,248,30.33,990.93,
04/26/2012,09:00:00,576,350.41,319,31.05,990.44,
04/26/2012,10:00:00,743,431.43,363,31.77,989.95,
04/26/2012,11:00:00,773,336.86,446,32.49,989.46,
04/26/2012,12:00:00,864,459.31,406,33.9,988.54,
04/26/2012,13:00:00,925,681.48,272,35.31,987.63,
04/26/2012,14:00:00,802,631.57,261,36.73,986.71,
04/26/2012,15:00:00,621,554.91,233,35.58,986.91,
04/26/2012,16:00:00,343,249.6,219,34.43,987.1,
04/26/2012,17:00:00,129,87.41,106,33.28,987.3,
04/26/2012,18:00:00,0,0,0,31.86,988.48,
04/26/2012,19:00:00,0,0,0,30.44,989.65,
04/26/2012,20:00:00,0,0,0,29.02,990.83,
04/26/2012,21:00:00,0,0,0,28.55,991.02,
04/26/2012,22:00:00,0,0,0,28.09,991.22,
04/26/2012,23:00:00,0,0,0,27.62,991.42,
04/27/2012,00:00:00,0,0,0,27.22,990.8,
04/27/2012,01:00:00,0,0,0,26.83,990.17,
04/27/2012,02:00:00,0,0,0,26.43,989.55,
04/27/2012,03:00:00,0,0,0,26.15,989.82,
04/27/2012,04:00:00,0,0,0,25.87,990.08,
04/27/2012,05:00:00,0,0,0,25.58,990.34,
04/27/2012,06:00:00,18,15.6,17,27.14,990.8,
04/27/2012,07:00:00,227,350.41,118,28.7,991.25,
04/27/2012,08:00:00,380,259.5,240,30.26,991.71,
04/27/2012,09:00:00,431,109.01,351,30.01,991.32,
04/27/2012,10:00:00,283,1.14,282,29.76,990.93,
04/27/2012,11:00:00,737,281.29,464,29.51,990.53,
04/27/2012,12:00:00,442,20.07,422,29.68,989.95,
04/27/2012,13:00:00,522,66.83,458,29.85,989.36,
04/27/2012,14:00:00,520,117.99,419,30.03,988.77,
04/27/2012,15:00:00,646,638.34,200,29.17,989.13,
04/27/2012,16:00:00,415,495.54,169,28.32,989.49,
04/27/2012,17:00:00,187,338.38,98,27.47,989.85,
04/27/2012,18:00:00,0,0,0,27.15,990.6,
04/27/2012,19:00:00,0,0,0,26.83,991.35,
04/27/2012,20:00:00,0,0,0,26.52,992.1,
04/27/2012,21:00:00,0,0,0,26.44,992.1,
04/27/2012,22:00:00,0,0,0,26.36,992.1,
04/27/2012,23:00:00,0,0,0,26.28,992.1,
04/28/2012,00:00:00,0,0,0,26.12,991.19,
04/28/2012,01:00:00,0,0,0,25.96,990.27,
04/28/2012,02:00:00,0,0,0,25.8,989.36,
04/28/2012,03:00:00,0,0,0,25.42,989.52,
04/28/2012,04:00:00,0,0,0,25.04,989.68,
04/28/2012,05:00:00,0,0,0,24.66,989.85,
04/28/2012,06:00:00,18,15.24,17,26.6,990.11,
04/28/2012,07:00:00,235,387.56,114,28.55,990.37,
04/28/2012,08:00:00,468,546.03,173,30.5,990.63,
04/28/2012,09:00:00,701,704.13,184,31.87,989.85,
04/28/2012,10:00:00,873,763.98,200,33.25,989.06,
04/28/2012,11:00:00,977,788.43,212,34.62,988.28,
04/28/2012,12:00:00,1024,840.15,187,35.54,987.27,
04/28/2012,13:00:00,980,837.97,178,36.45,986.25,
04/28/2012,14:00:00,850,777.41,185,37.37,985.24,
04/28/2012,15:00:00,658,683.22,181,36.35,985.47,
04/28/2012,16:00:00,427,548.29,155,35.33,985.7,
04/28/2012,17:00:00,175,270.03,104,34.32,985.93,
04/28/2012,18:00:00,0,0,0,33.24,986.74,
04/28/2012,19:00:00,0,0,0,32.15,987.56,
04/28/2012,20:00:00,0,0,0,31.07,988.38,
04/28/2012,21:00:00,0,0,0,30.74,988.64,
04/28/2012,22:00:00,0,0,0,30.41,988.9,
04/28/2012,23:00:00,0,0,0,30.08,989.16,
04/29/2012,00:00:00,0,0,0,28.98,988.57,
04/29/2012,01:00:00,0,0,0,27.88,987.99,
04/29/2012,02:00:00,0,0,0,26.78,987.4,
04/29/2012,03:00:00,0,0,0,26.48,987.59,
04/29/2012,04:00:00,0,0,0,26.18,987.79,
04/29/2012,05:00:00,0,0,0,25.88,987.99,
04/29/2012,06:00:00,20,29.82,18,27.47,988.48,
04/29/2012,07:00:00,194,194.7,133,29.07,988.97,
04/29/2012,08:00:00,374,240.31,244,30.67,989.46,
04/29/2012,09:00:00,695,680.67,195,32.17,988.64,
04/29/2012,10:00:00,877,776.47,193,33.67,987.82,
04/29/2012,11:00:00,957,735.05,244,35.17,987.01,
04/29/2012,12:00:00,958,668.83,292,34.26,986.78,
04/29/2012,13:00:00,926,692.12,264,33.35,986.55,
04/29/2012,14:00:00,832,725.31,212,32.44,986.32,
04/29/2012,15:00:00,543,346.87,301,31.83,986.58,
04/29/2012,16:00:00,299,147.25,226,31.22,986.84,
04/29/2012,17:00:00,135,102.71,108,30.61,987.1,
04/29/2012,18:00:00,0,0,0,29.91,987.79,
04/29/2012,19:00:00,0,0,0,29.21,988.48,
04/29/2012,20:00:00,0,0,0,28.51,989.16,
04/29/2012,21:00:00,0,0,0,28.34,989.42,
04/29/2012,22:00:00,0,0,0,28.17,989.68,
04/29/2012,23:00:00,0,0,0,28,989.95,
04/30/2012,00:00:00,0,0,0,27.5,989.33,
04/30/2012,01:00:00,0,0,0,27,988.7,
04/30/2012,02:00:00,0,0,0,26.5,988.08,
04/30/2012,03:00:00,0,0,0,26.22,988.28,
04/30/2012,04:00:00,0,0,0,25.94,988.48,
04/30/2012,05:00:00,0,0,0,25.66,988.67,
04/30/2012,06:00:00,19,14.6,18,27.39,989.13,
04/30/2012,07:00:00,236,384.93,115,29.12,989.59,
04/30/2012,08:00:00,453,481.88,192,30.85,990.04,
04/30/2012,09:00:00,646,529.35,257,32.28,989.36,
04/30/2012,10:00:00,829,640.28,265,33.7,988.67,
04/30/2012,11:00:00,844,472.32,386,35.13,987.99,
04/30/2012,12:00:00,946,644.05,305,35.85,987.3,
04/30/2012,13:00:00,944,742.77,234,36.57,986.61,
04/30/2012,14:00:00,806,653.24,248,37.3,985.93,
04/30/2012,15:00:00,633,603.88,212,36.31,985.93,
04/30/2012,16:00:00,398,435.96,182,34.05,985.93,
04/30/2012,17:00:00,166,228.28,106,33.31,985.93,
04/30/2012,18:00:00,0,0,0,32.56,986.71,
04/30/2012,19:00:00,0,0,0,31.81,987.5,
04/30/2012,20:00:00,0,0,0,31.06,988.28,
04/30/2012,21:00:00,0,0,0,30.31,988.57,
04/30/2012,22:00:00,0,0,0,29.56,988.87,
04/30/2012,23:00:00,0,0,0,28.82,989.16,
05/01/2007,00:00:00,0,0,0,28.07,991.06,
05/01/2007,01:00:00,0,0,0,27.32,990.4,
05/01/2007,02:00:00,0,0,0,26.57,989.75,
05/01/2007,03:00:00,0,0,0,25.82,989.88,
05/01/2007,04:00:00,0,0,0,25.07,990.01,
05/01/2007,05:00:00,0,0,0,24.33,990.14,
05/01/2007,06:00:00,12,0,12,23.58,990.6,
05/01/2007,07:00:00,33,0,33,22.83,991.06,
05/01/2007,08:00:00,76,0,76,25.2,991.51,
05/01/2007,09:00:00,221,0,221,24.85,991.25,
05/01/2007,10:00:00,384,20.44,366,24.5,990.99,
05/01/2007,11:00:00,451,27.86,424,24.15,990.73,
05/01/2007,12:00:00,449,23.13,426,25.98,989.95,
05/01/2007,13:00:00,340,3.14,337,27.8,989.16,
05/01/2007,14:00:00,138,0,138,29.63,988.38,
05/01/2007,15:00:00,263,10.05,256,29.04,988.38,
05/01/2007,16:00:00,138,0,138,28.45,988.38,
05/01/2007,17:00:00,143,133.16,108,27.87,988.38,
05/01/2007,18:00:00,0,0,0,27.09,989.16,
05/01/2007,19:00:00,0,0,0,26.31,989.95,
05/01/2007,20:00:00,0,0,0,25.53,990.73,
05/01/2007,21:00:00,0,0,0,25.57,990.99,
05/01/2007,22:00:00,0,0,0,25.61,991.25,
05/01/2007,23:00:00,0,0,0,25.65,991.51,
05/02/2007,00:00:00,0,0,0,25.46,990.6,
05/02/2007,01:00:00,0,0,0,25.28,989.68,
05/02/2007,02:00:00,0,0,0,25.09,988.77,
05/02/2007,03:00:00,0,0,0,25.12,989,
05/02/2007,04:00:00,0,0,0,25.15,989.23,
05/02/2007,05:00:00,0,0,0,25.18,989.46,
05/02/2007,06:00:00,25,41.45,22,26.34,990.04,
05/02/2007,07:00:00,245,435.15,107,27.49,990.63,
05/02/2007,08:00:00,487,627.66,146,28.65,991.22,
05/02/2007,09:00:00,707,739.69,163,29.8,990.63,
05/02/2007,10:00:00,875,792.74,177,30.94,990.04,
05/02/2007,11:00:00,1001,884.82,144,32.09,989.46,
05/02/2007,12:00:00,1038,915.82,128,32.88,988.44,
05/02/2007,13:00:00,977,863.71,153,33.68,987.43,
05/02/2007,14:00:00,836,767.23,182,34.47,986.42,
05/02/2007,15:00:00,650,681.3,176,33.52,986.32,
05/02/2007,16:00:00,417,523.6,158,32.56,986.22,
05/02/2007,17:00:00,166,228.24,106,31.61,986.12,
05/02/2007,18:00:00,0,0,0,30.53,987.01,
05/02/2007,19:00:00,0,0,0,29.45,987.89,
05/02/2007,20:00:00,0,0,0,28.37,988.77,
05/02/2007,21:00:00,0,0,0,28.15,988.97,
05/02/2007,22:00:00,0,0,0,27.94,989.16,
05/02/2007,23:00:00,0,0,0,27.72,989.36,
05/03/2007,00:00:00,0,0,0,27.28,988.7,
05/03/2007,01:00:00,0,0,0,26.84,988.05,
05/03/2007,02:00:00,0,0,0,26.4,987.4,
05/03/2007,03:00:00,0,0,0,26.17,987.56,
05/03/2007,04:00:00,0,0,0,25.93,987.72,
05/03/2007,05:00:00,0,0,0,25.7,987.89,
05/03/2007,06:00:00,15,0,15,26.9,988.38,
05/03/2007,07:00:00,86,3.15,85,28.1,988.87,
05/03/2007,08:00:00,405,325.52,228,29.3,989.36,
05/03/2007,09:00:00,693,690.64,185,30.54,988.84,
05/03/2007,10:00:00,874,792.91,176,31.78,988.31,
05/03/2007,11:00:00,975,812.91,188,33.02,987.79,
05/03/2007,12:00:00,995,793.51,207,33.88,987.01,
05/03/2007,13:00:00,947,779.32,204,34.74,986.22,
05/03/2007,14:00:00,835,766.59,182,35.6,985.44,
05/03/2007,15:00:00,649,681.74,175,34.6,985.21,
05/03/2007,16:00:00,429,580.47,142,33.6,984.98,
05/03/2007,17:00:00,191,380.3,91,32.6,984.75,
05/03/2007,18:00:00,0,0,0,31.59,985.8,
05/03/2007,19:00:00,0,0,0,30.58,986.84,
05/03/2007,20:00:00,0,0,0,29.57,987.89,
05/03/2007,21:00:00,0,0,0,29.06,988.21,
05/03/2007,22:00:00,0,0,0,28.56,988.54,
05/03/2007,23:00:00,0,0,0,28.05,988.87,
05/04/2007,00:00:00,0,0,0,27.52,988.38,
05/04/2007,01:00:00,0,0,0,26.99,987.89,
05/04/2007,02:00:00,0,0,0,26.46,987.4,
05/04/2007,03:00:00,0,0,0,26.36,987.56,
05/04/2007,04:00:00,0,0,0,26.25,987.72,
05/04/2007,05:00:00,0,0,0,26.15,987.89,
05/04/2007,06:00:00,27,53.53,23,27.13,988.21,
05/04/2007,07:00:00,233,357.67,119,28.1,988.54,
05/04/2007,08:00:00,412,347.34,223,29.08,988.87,
05/04/2007,09:00:00,682,655.24,200,30.37,988.38,
05/04/2007,10:00:00,843,701.09,226,31.66,987.89,
05/04/2007,11:00:00,945,730.62,238,32.96,987.4,
05/04/2007,12:00:00,857,469.54,391,33.32,986.87,
05/04/2007,13:00:00,884,614.01,299,33.68,986.35,
05/04/2007,14:00:00,771,582.68,275,34.04,985.83,
05/04/2007,15:00:00,641,657.7,184,33.29,985.6,
05/04/2007,16:00:00,358,305.53,207,32.54,985.37,
05/04/2007,17:00:00,164,220.5,106,31.8,985.14,
05/04/2007,18:00:00,0,0,0,30.77,985.86,
05/04/2007,19:00:00,0,0,0,29.74,986.58,
05/04/2007,20:00:00,0,0,0,28.72,987.3,
05/04/2007,21:00:00,0,0,0,28.47,987.72,
05/04/2007,22:00:00,0,0,0,28.22,988.15,
05/04/2007,23:00:00,0,0,0,27.97,988.57,
05/05/2007,00:00:00,0,0,0,27.51,988.18,
05/05/2007,01:00:00,0,0,0,27.06,987.79,
05/05/2007,02:00:00,0,0,0,26.6,987.4,
05/05/2007,03:00:00,0,0,0,26.37,987.69,
05/05/2007,04:00:00,0,0,0,26.14,987.99,
05/05/2007,05:00:00,0,0,0,25.91,988.28,
05/05/2007,06:00:00,28,52.77,24,27.05,988.74,
05/05/2007,07:00:00,241,400.7,113,28.2,989.19,
05/05/2007,08:00:00,485,617.09,149,29.34,989.65,
05/05/2007,09:00:00,692,690.57,184,30.53,989.1,
05/05/2007,10:00:00,842,700.16,226,31.72,988.54,
05/05/2007,11:00:00,905,629.66,296,32.92,987.99,
05/05/2007,12:00:00,972,738.01,240,33.47,987.23,
05/05/2007,13:00:00,897,649.08,279,34.01,986.48,
05/05/2007,14:00:00,800,664.19,235,34.56,985.73,
05/05/2007,15:00:00,634,633.62,194,33.49,985.83,
05/05/2007,16:00:00,428,578.91,142,32.42,985.93,
05/05/2007,17:00:00,169,243.2,105,31.36,986.03,
05/05/2007,18:00:00,0,0,0,30.15,987.36,
05/05/2007,19:00:00,0,0,0,28.94,988.7,
05/05/2007,20:00:00,0,0,0,27.74,990.04,
05/05/2007,21:00:00,0,0,0,27.27,990.21,
05/05/2007,22:00:00,0,0,0,26.8,990.37,
05/05/2007,23:00:00,0,0,0,26.33,990.53,
05/06/2007,00:00:00,0,0,0,26.26,989.88,
05/06/2007,01:00:00,0,0,0,26.19,989.23,
05/06/2007,02:00:00,0,0,0,26.12,988.57,
05/06/2007,03:00:00,0,0,0,25.87,989.03,
05/06/2007,04:00:00,0,0,0,25.63,989.49,
05/06/2007,05:00:00,0,0,0,25.38,989.95,
05/06/2007,06:00:00,22,13.02,21,26.66,990.31,
05/06/2007,07:00:00,183,146.83,136,27.94,990.67,
05/06/2007,08:00:00,452,479.08,191,29.22,991.02,
05/06/2007,09:00:00,682,653.89,201,28.64,990.4,
05/06/2007,10:00:00,850,725.42,212,28.06,989.78,
05/06/2007,11:00:00,943,730.33,237,27.49,989.16,
05/06/2007,12:00:00,966,724.35,248,28.3,988.51,
05/06/2007,13:00:00,838,511.84,351,29.1,987.85,
05/06/2007,14:00:00,769,582.29,274,29.91,987.2,
05/06/2007,15:00:00,604,536.01,232,29.39,987.4,
05/06/2007,16:00:00,408,494.05,164,28.87,987.59,
05/06/2007,17:00:00,167,235.47,105,28.35,987.79,
05/06/2007,18:00:00,0,0,0,27.79,988.54,
05/06/2007,19:00:00,0,0,0,27.23,989.29,
05/06/2007,20:00:00,0,0,0,26.68,990.04,
05/06/2007,21:00:00,0,0,0,26.44,990.21,
05/06/2007,22:00:00,0,0,0,26.21,990.37,
05/06/2007,23:00:00,0,0,0,25.97,990.53,
05/07/2007,00:00:00,0,0,0,25.99,989.55,
05/07/2007,01:00:00,0,0,0,26,988.57,
05/07/2007,02:00:00,0,0,0,26.02,987.59,
05/07/2007,03:00:00,0,0,0,26.01,987.89,
05/07/2007,04:00:00,0,0,0,25.99,988.18,
05/07/2007,05:00:00,0,0,0,25.98,988.48,
05/07/2007,06:00:00,34,89.97,27,27.08,988.84,
05/07/2007,07:00:00,247,430.29,109,28.17,989.19,
05/07/2007,08:00:00,486,616.46,150,29.27,989.55,
05/07/2007,09:00:00,692,689.3,185,29.66,989.19,
05/07/2007,10:00:00,858,750.72,198,30.05,988.84,
05/07/2007,11:00:00,971,810.42,188,30.45,988.48,
05/07/2007,12:00:00,1005,832.82,180,31.92,987.79,
05/07/2007,13:00:00,956,818.24,178,33.38,987.1,
05/07/2007,14:00:00,827,751,189,34.85,986.42,
05/07/2007,15:00:00,639,655.97,184,33.64,986.48,
05/07/2007,16:00:00,439,631.92,127,32.43,986.55,
05/07/2007,17:00:00,173,265.68,103,31.23,986.61,
05/07/2007,18:00:00,0,0,0,30.28,987.59,
05/07/2007,19:00:00,0,0,0,29.34,988.57,
05/07/2007,20:00:00,0,0,0,28.4,989.55,
05/07/2007,21:00:00,0,0,0,27.74,989.82,
05/07/2007,22:00:00,0,0,0,27.09,990.08,
05/07/2007,23:00:00,0,0,0,26.43,990.34,
05/08/2007,00:00:00,0,0,0,26.55,989.62,
05/08/2007,01:00:00,0,0,0,26.66,988.9,
05/08/2007,02:00:00,0,0,0,26.78,988.18,
05/08/2007,03:00:00,0,0,0,26.61,988.48,
05/08/2007,04:00:00,0,0,0,26.44,988.77,
05/08/2007,05:00:00,0,0,0,26.27,989.06,
05/08/2007,06:00:00,33,88.92,26,27.38,989.59,
05/08/2007,07:00:00,251,454.44,105,28.48,990.11,
05/08/2007,08:00:00,464,526.36,177,29.59,990.63,
05/08/2007,09:00:00,674,630.93,210,29.41,989.91,
05/08/2007,10:00:00,857,749.89,198,29.22,989.19,
05/08/2007,11:00:00,960,781.89,205,29.04,988.48,
05/08/2007,12:00:00,994,804.07,198,29.18,987.99,
05/08/2007,13:00:00,898,659.87,271,29.33,987.5,
05/08/2007,14:00:00,771,592.48,268,29.48,987.01,
05/08/2007,15:00:00,514,298.59,307,29.15,987.5,
05/08/2007,16:00:00,261,85.09,219,28.82,987.99,
05/08/2007,17:00:00,107,37.93,97,28.5,988.48,
05/08/2007,18:00:00,0,0,0,28.01,989,
05/08/2007,19:00:00,0,0,0,27.52,989.52,
05/08/2007,20:00:00,0,0,0,27.04,990.04,
05/08/2007,21:00:00,0,0,0,26.8,990.08,
05/08/2007,22:00:00,0,0,0,26.56,990.11,
05/08/2007,23:00:00,0,0,0,26.32,990.14,
05/09/2007,00:00:00,0,0,0,26.15,989.42,
05/09/2007,01:00:00,0,0,0,25.99,988.7,
05/09/2007,02:00:00,0,0,0,25.82,987.99,
05/09/2007,03:00:00,0,0,0,25.71,988.21,
05/09/2007,04:00:00,0,0,0,25.61,988.44,
05/09/2007,05:00:00,0,0,0,25.5,988.67,
05/09/2007,06:00:00,31,62.82,26,27.28,989.13,
05/09/2007,07:00:00,240,388.47,115,29.07,989.59,
05/09/2007,08:00:00,485,616.04,149,30.85,990.04,
05/09/2007,09:00:00,500,208.09,347,30.94,989.39,
05/09/2007,10:00:00,839,699,225,31.03,988.74,
05/09/2007,11:00:00,954,767.84,213,31.13,988.08,
05/09/2007,12:00:00,992,803.59,197,32.1,987.1,
05/09/2007,13:00:00,944,788.8,195,33.08,986.12,
05/09/2007,14:00:00,791,649.43,240,34.05,985.14,
05/09/2007,15:00:00,618,587.38,211,33.08,985.44,
05/09/2007,16:00:00,380,382.96,191,32.11,985.73,
05/09/2007,17:00:00,17,0,17,31.14,986.03,
05/09/2007,18:00:00,0,0,0,30.12,987.1,
05/09/2007,19:00:00,0,0,0,29.1,988.18,
05/09/2007,20:00:00,0,0,0,28.09,989.26,
05/09/2007,21:00:00,0,0,0,27.64,989.65,
05/09/2007,22:00:00,0,0,0,27.18,990.04,
05/09/2007,23:00:00,0,0,0,26.73,990.44,
05/10/2007,00:00:00,0,0,0,26.9,989.49,
05/10/2007,01:00:00,0,0,0,27.08,988.54,
05/10/2007,02:00:00,0,0,0,27.25,987.59,
05/10/2007,03:00:00,0,0,0,26.98,987.99,
05/10/2007,04:00:00,0,0,0,26.72,988.38,
05/10/2007,05:00:00,0,0,0,26.45,988.77,
05/10/2007,06:00:00,26,37.31,23,27.8,989.19,
05/10/2007,07:00:00,173,111.72,137,29.15,989.62,
05/10/2007,08:00:00,376,243.8,243,30.5,990.04,
05/10/2007,09:00:00,567,340.1,317,31.78,989.46,
05/10/2007,10:00:00,695,353.09,385,33.06,988.87,
05/10/2007,11:00:00,777,368.08,422,34.35,988.28,
05/10/2007,12:00:00,851,467.3,389,34.76,987.66,
05/10/2007,13:00:00,762,364.63,416,35.17,987.04,
05/10/2007,14:00:00,640,299.56,386,35.58,986.42,
05/10/2007,15:00:00,427,142.95,328,34.48,986.71,
05/10/2007,16:00:00,289,133.75,223,33.38,987.01,
05/10/2007,17:00:00,114,49.21,101,32.29,987.3,
05/10/2007,18:00:00,0,0,0,31.54,988.35,
05/10/2007,19:00:00,0,0,0,30.79,989.39,
05/10/2007,20:00:00,0,0,0,30.04,990.44,
05/10/2007,21:00:00,0,0,0,29.42,990.6,
05/10/2007,22:00:00,0,0,0,28.81,990.76,
05/10/2007,23:00:00,0,0,0,28.19,990.93,
05/11/2007,00:00:00,0,0,0,27.67,990.34,
05/11/2007,01:00:00,0,0,0,27.14,989.75,
05/11/2007,02:00:00,0,0,0,26.62,989.16,
05/11/2007,03:00:00,0,0,0,26.39,989.55,
05/11/2007,04:00:00,0,0,0,26.16,989.95,
05/11/2007,05:00:00,0,0,0,25.93,990.34,
05/11/2007,06:00:00,31,61.61,26,27.53,990.73,
05/11/2007,07:00:00,255,471.12,103,29.14,991.12,
05/11/2007,08:00:00,461,516.86,179,30.74,991.51,
05/11/2007,09:00:00,471,163.3,351,31.61,990.86,
05/11/2007,10:00:00,579,172.08,428,32.48,990.21,
05/11/2007,11:00:00,653,184.67,475,33.36,989.55,
05/11/2007,12:00:00,804,380.57,428,33.86,988.77,
05/11/2007,13:00:00,610,149.75,468,34.36,987.99,
