0,Tamale,Ghana,0,9.433,-0.848,168
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
07/23/2010,07:00:00,109,24.48,102,25.27,993.93,
07/23/2010,08:00:00,220,31.35,204,26,994.26,
07/23/2010,09:00:00,344,49.72,309,27.01,993.74,
07/23/2010,10:00:00,162,0,162,28.02,993.21,
07/23/2010,11:00:00,99,0,99,29.03,992.69,
07/23/2010,12:00:00,264,0,264,28.87,992.53,
07/23/2010,13:00:00,122,0,122,28.7,992.36,
07/23/2010,14:00:00,76,0,76,28.53,992.2,
07/23/2010,15:00:00,61,0,61,28.09,992.1,
07/23/2010,16:00:00,82,0,82,27.66,992,
07/23/2010,17:00:00,101,9.8,98,27.22,991.91,
07/23/2010,18:00:00,15,14.96,14,26.43,992.72,
07/23/2010,19:00:00,0,0,0,25.64,993.54,
07/23/2010,20:00:00,0,0,0,24.85,994.36,
07/23/2010,21:00:00,0,0,0,24.67,994.68,
07/23/2010,22:00:00,0,0,0,24.5,995.01,
07/23/2010,23:00:00,0,0,0,24.33,995.34,
07/24/2010,00:00:00,0,0,0,24,994.62,
07/24/2010,01:00:00,0,0,0,23.68,993.9,
07/24/2010,02:00:00,0,0,0,23.36,993.18,
07/24/2010,03:00:00,0,0,0,23.1,993.44,
07/24/2010,04:00:00,0,0,0,22.85,993.7,
07/24/2010,05:00:00,0,0,0,22.59,993.97,
07/24/2010,06:00:00,8,0,8,23.55,994.46,
07/24/2010,07:00:00,108,24.51,101,24.51,994.95,
07/24/2010,08:00:00,354,270.41,216,25.47,995.44,
07/24/2010,09:00:00,358,61.07,315,26.51,994.85,
07/24/2010,10:00:00,362,18.74,346,27.56,994.26,
07/24/2010,11:00:00,506,66.39,443,28.6,993.67,
07/24/2010,12:00:00,756,321.37,440,28.81,993.51,
07/24/2010,13:00:00,663,217.93,455,29.02,993.34,
07/24/2010,14:00:00,649,305.43,385,29.22,993.18,
07/24/2010,15:00:00,466,180.77,336,28.6,992.98,
07/24/2010,16:00:00,453,573.05,150,27.98,992.79,
07/24/2010,17:00:00,223,382.21,106,27.36,992.59,
07/24/2010,18:00:00,20,30.11,18,26.53,993.25,
07/24/2010,19:00:00,0,0,0,25.71,993.9,
07/24/2010,20:00:00,0,0,0,24.89,994.55,
07/24/2010,21:00:00,0,0,0,24.48,994.62,
07/24/2010,22:00:00,0,0,0,24.07,994.68,
07/24/2010,23:00:00,0,0,0,23.66,994.75,
07/25/2010,00:00:00,0,0,0,23.69,993.93,
07/25/2010,01:00:00,0,0,0,23.72,993.12,
07/25/2010,02:00:00,0,0,0,23.76,992.3,
07/25/2010,03:00:00,0,0,0,23.55,992.56,
07/25/2010,04:00:00,0,0,0,23.34,992.82,
07/25/2010,05:00:00,0,0,0,23.13,993.08,
07/25/2010,06:00:00,11,22.48,10,24.22,993.48,
07/25/2010,07:00:00,204,368.13,99,25.32,993.87,
07/25/2010,08:00:00,392,393.89,191,26.41,994.26,
07/25/2010,09:00:00,659,724.07,149,27.46,993.64,
07/25/2010,10:00:00,840,818.34,141,28.5,993.02,
07/25/2010,11:00:00,972,914.13,104,29.55,992.4,
07/25/2010,12:00:00,973,805.93,180,29.84,991.81,
07/25/2010,13:00:00,842,542.36,324,30.13,991.22,
07/25/2010,14:00:00,640,289.05,390,30.41,990.63,
07/25/2010,15:00:00,521,282.13,318,29.7,990.73,
07/25/2010,16:00:00,366,262.82,227,28.98,990.83,
07/25/2010,17:00:00,151,84.98,125,28.27,990.93,
07/25/2010,18:00:00,23,45.49,20,27.69,991.55,
07/25/2010,19:00:00,0,0,0,27.11,992.17,
07/25/2010,20:00:00,0,0,0,26.54,992.79,
07/25/2010,21:00:00,0,0,0,26.37,992.82,
07/25/2010,22:00:00,0,0,0,26.2,992.85,
07/25/2010,23:00:00,0,0,0,26.03,992.89,
07/26/2010,00:00:00,0,0,0,25.5,992.04,
07/26/2010,01:00:00,0,0,0,24.98,991.19,
07/26/2010,02:00:00,0,0,0,24.46,990.34,
07/26/2010,03:00:00,0,0,0,24.18,990.53,
07/26/2010,04:00:00,0,0,0,23.9,990.73,
07/26/2010,05:00:00,0,0,0,23.62,990.93,
07/26/2010,06:00:00,10,22.81,9,25.39,991.22,
07/26/2010,07:00:00,156,136.89,117,27.15,991.51,
07/26/2010,08:00:00,458,680.01,111,28.92,991.81,
07/26/2010,09:00:00,659,723.81,149,29.62,991.09,
07/26/2010,10:00:00,832,789.81,157,30.33,990.37,
07/26/2010,11:00:00,933,794.61,178,31.03,989.65,
07/26/2010,12:00:00,873,549.45,332,31.12,989.29,
07/26/2010,13:00:00,879,629.88,277,31.21,988.93,
07/26/2010,14:00:00,559,166.39,415,31.29,988.57,
07/26/2010,15:00:00,325,31.95,302,30.65,988.64,
07/26/2010,16:00:00,328,170.14,238,30.02,988.7,
07/26/2010,17:00:00,96,6.54,94,29.38,988.77,
07/26/2010,18:00:00,27,91.71,21,28.47,989.75,
07/26/2010,19:00:00,0,0,0,27.56,990.73,
07/26/2010,20:00:00,0,0,0,26.66,991.71,
07/26/2010,21:00:00,0,0,0,26.14,991.97,
07/26/2010,22:00:00,0,0,0,25.62,992.23,
07/26/2010,23:00:00,0,0,0,25.1,992.49,
07/27/2010,00:00:00,0,0,0,25.22,991.74,
07/27/2010,01:00:00,0,0,0,25.34,990.99,
07/27/2010,02:00:00,0,0,0,25.46,990.24,
07/27/2010,03:00:00,0,0,0,25.07,990.73,
07/27/2010,04:00:00,0,0,0,24.68,991.22,
07/27/2010,05:00:00,0,0,0,24.29,991.71,
07/27/2010,06:00:00,12,23.14,11,25.04,992.23,
07/27/2010,07:00:00,87,7.03,85,25.79,992.76,
07/27/2010,08:00:00,131,0,131,26.54,993.28,
07/27/2010,09:00:00,220,1.42,219,26.53,992.66,
07/27/2010,10:00:00,219,0,219,26.51,992.04,
07/27/2010,11:00:00,223,0,223,26.5,991.42,
07/27/2010,12:00:00,189,0,189,26.77,991.35,
07/27/2010,13:00:00,292,0,292,27.03,991.29,
07/27/2010,14:00:00,460,66.98,402,27.29,991.22,
07/27/2010,15:00:00,526,290.21,317,26.73,991.45,
07/27/2010,16:00:00,446,540.62,160,26.18,991.68,
07/27/2010,17:00:00,177,163.66,127,25.62,991.91,
07/27/2010,18:00:00,20,30.84,18,25.18,992.63,
07/27/2010,19:00:00,0,0,0,24.75,993.34,
07/27/2010,20:00:00,0,0,0,24.32,994.06,
07/27/2010,21:00:00,0,0,0,24.24,994.42,
07/27/2010,22:00:00,0,0,0,24.16,994.78,
07/27/2010,23:00:00,0,0,0,24.08,995.14,
07/28/2010,00:00:00,0,0,0,23.99,994.62,
07/28/2010,01:00:00,0,0,0,23.91,994.1,
07/28/2010,02:00:00,0,0,0,23.83,993.57,
07/28/2010,03:00:00,0,0,0,23.75,993.97,
07/28/2010,04:00:00,0,0,0,23.68,994.36,
07/28/2010,05:00:00,0,0,0,23.6,994.75,
07/28/2010,06:00:00,6,0,6,24.28,995.14,
07/28/2010,07:00:00,111,31.65,102,24.95,995.53,
07/28/2010,08:00:00,227,37.23,208,25.63,995.93,
07/28/2010,09:00:00,455,178.67,329,25.62,995.27,
07/28/2010,10:00:00,175,0,175,25.61,994.62,
07/28/2010,11:00:00,803,462.48,363,25.6,993.97,
07/28/2010,12:00:00,653,175.46,480,26.28,993.51,
07/28/2010,13:00:00,625,167.19,465,26.96,993.05,
07/28/2010,14:00:00,515,114.26,416,27.63,992.59,
07/28/2010,15:00:00,610,502.46,248,27.15,992.66,
07/28/2010,16:00:00,466,629.45,133,26.68,992.72,
07/28/2010,17:00:00,212,317.83,115,26.2,992.79,
07/28/2010,18:00:00,16,15.58,15,25.81,993.83,
07/28/2010,19:00:00,0,0,0,25.42,994.88,
07/28/2010,20:00:00,0,0,0,25.03,995.93,
07/28/2010,21:00:00,0,0,0,24.57,995.86,
07/28/2010,22:00:00,0,0,0,24.11,995.79,
07/28/2010,23:00:00,0,0,0,23.65,995.73,
07/29/2010,00:00:00,0,0,0,23.41,994.98,
07/29/2010,01:00:00,0,0,0,23.18,994.23,
07/29/2010,02:00:00,0,0,0,22.95,993.48,
07/29/2010,03:00:00,0,0,0,22.8,993.7,
07/29/2010,04:00:00,0,0,0,22.66,993.93,
07/29/2010,05:00:00,0,0,0,22.51,994.16,
07/29/2010,06:00:00,12,23.77,11,23.73,994.36,
07/29/2010,07:00:00,181,246.37,111,24.95,994.55,
07/29/2010,08:00:00,131,0,131,26.17,994.75,
07/29/2010,09:00:00,576,445.05,262,26.88,994.23,
07/29/2010,10:00:00,740,518.59,296,27.6,993.7,
07/29/2010,11:00:00,702,276.25,439,28.31,993.18,
07/29/2010,12:00:00,828,447.99,386,28.89,992.56,
07/29/2010,13:00:00,933,768.6,197,29.47,991.94,
07/29/2010,14:00:00,874,882.47,109,30.04,991.32,
07/29/2010,15:00:00,683,747.89,144,29.44,991.02,
07/29/2010,16:00:00,481,697.55,112,28.85,990.73,
07/29/2010,17:00:00,230,429.73,99,28.25,990.44,
07/29/2010,18:00:00,24,62.98,20,27.18,991.12,
07/29/2010,19:00:00,0,0,0,26.11,991.81,
07/29/2010,20:00:00,0,0,0,25.05,992.49,
07/29/2010,21:00:00,0,0,0,24.73,992.59,
07/29/2010,22:00:00,0,0,0,24.41,992.69,
07/29/2010,23:00:00,0,0,0,24.1,992.79,
07/30/2010,00:00:00,0,0,0,24.15,991.97,
07/30/2010,01:00:00,0,0,0,24.21,991.16,
07/30/2010,02:00:00,0,0,0,24.27,990.34,
07/30/2010,03:00:00,0,0,0,24.04,990.5,
07/30/2010,04:00:00,0,0,0,23.82,990.67,
07/30/2010,05:00:00,0,0,0,23.59,990.83,
07/30/2010,06:00:00,6,0,6,24.64,991.19,
07/30/2010,07:00:00,60,0,60,25.68,991.55,
07/30/2010,08:00:00,60,0,60,26.73,991.91,
07/30/2010,09:00:00,260,8.5,254,26.8,991.35,
07/30/2010,10:00:00,341,11.67,331,26.88,990.8,
07/30/2010,11:00:00,239,0,239,26.95,990.24,
07/30/2010,12:00:00,250,0,250,27.26,989.62,
07/30/2010,13:00:00,339,3.13,336,27.56,989,
07/30/2010,14:00:00,497,96.85,413,27.86,988.38,
07/30/2010,15:00:00,399,90.16,334,27.29,988.51,
07/30/2010,16:00:00,316,145.58,239,26.71,988.64,
07/30/2010,17:00:00,158,101.83,127,26.14,988.77,
07/30/2010,18:00:00,20,31.87,18,25.68,989.52,
07/30/2010,19:00:00,0,0,0,25.22,990.27,
07/30/2010,20:00:00,0,0,0,24.77,991.02,
07/30/2010,21:00:00,0,0,0,24.54,991.12,
07/30/2010,22:00:00,0,0,0,24.31,991.22,
07/30/2010,23:00:00,0,0,0,24.09,991.32,
07/31/2010,00:00:00,0,0,0,24.06,990.7,
07/31/2010,01:00:00,0,0,0,24.03,990.08,
07/31/2010,02:00:00,0,0,0,24,989.46,
07/31/2010,03:00:00,0,0,0,23.8,989.78,
07/31/2010,04:00:00,0,0,0,23.61,990.11,
07/31/2010,05:00:00,0,0,0,23.41,990.44,
07/31/2010,06:00:00,11,24.38,10,24.09,990.99,
07/31/2010,07:00:00,121,45.81,108,24.76,991.55,
07/31/2010,08:00:00,390,385.77,193,25.44,992.1,
07/31/2010,09:00:00,598,508.3,239,25.46,991.84,
07/31/2010,10:00:00,670,355.78,365,25.48,991.58,
07/31/2010,11:00:00,785,421.67,383,25.5,991.32,
07/31/2010,12:00:00,687,214.58,475,25.93,990.67,
07/31/2010,13:00:00,93,0,93,26.36,990.01,
07/31/2010,14:00:00,256,0,256,26.78,989.36,
07/31/2010,15:00:00,392,81.82,333,26.48,989.29,
07/31/2010,16:00:00,291,102.12,237,25.16,989.23,
07/31/2010,17:00:00,235,460.57,95,25.05,989.16,
07/31/2010,18:00:00,24,64.57,20,24.94,990.01,
07/31/2010,19:00:00,0,0,0,24.83,990.86,
07/31/2010,20:00:00,0,0,0,24.71,991.71,
07/31/2010,21:00:00,0,0,0,24.6,992.07,
07/31/2010,22:00:00,0,0,0,24.49,992.43,
07/31/2010,23:00:00,0,0,0,24.38,992.79,
08/01/2014,00:00:00,0,0,0,24.27,994.72,
08/01/2014,01:00:00,0,0,0,24.16,994.19,
08/01/2014,02:00:00,0,0,0,24.04,993.67,
08/01/2014,03:00:00,0,0,0,23.93,993.87,
08/01/2014,04:00:00,0,0,0,23.82,994.06,
08/01/2014,05:00:00,0,0,0,23.71,994.26,
08/01/2014,06:00:00,0,0,0,23.6,994.52,
08/01/2014,07:00:00,78,3.53,77,23.49,994.78,
08/01/2014,08:00:00,371,321.05,207,24.55,995.04,
08/01/2014,09:00:00,386,86.32,325,25.28,994.42,
08/01/2014,10:00:00,574,192.34,409,26.02,993.8,
08/01/2014,11:00:00,787,421.38,385,26.75,993.18,
08/01/2014,12:00:00,457,28.32,429,27.26,992.59,
08/01/2014,13:00:00,477,44.82,434,27.78,992,
08/01/2014,14:00:00,591,205.04,413,28.29,991.42,
08/01/2014,15:00:00,435,131.72,340,27.36,991.71,
08/01/2014,16:00:00,298,113.5,238,26.42,992,
08/01/2014,17:00:00,143,65.91,123,25.49,992.3,
08/01/2014,18:00:00,17,16.37,16,24.84,993.15,
08/01/2014,19:00:00,0,0,0,24.18,994,
08/01/2014,20:00:00,0,0,0,23.53,994.85,
08/01/2014,21:00:00,0,0,0,23.44,995.08,
08/01/2014,22:00:00,0,0,0,23.36,995.3,
08/01/2014,23:00:00,0,0,0,23.27,995.53,
08/02/2014,00:00:00,0,0,0,23.43,994.55,
08/02/2014,01:00:00,0,0,0,23.59,993.57,
08/02/2014,02:00:00,0,0,0,23.75,992.59,
08/02/2014,03:00:00,0,0,0,23.8,992.85,
08/02/2014,04:00:00,0,0,0,23.85,993.12,
08/02/2014,05:00:00,0,0,0,23.89,993.38,
08/02/2014,06:00:00,0,0,0,24.52,993.77,
08/02/2014,07:00:00,119,42.33,107,25.14,994.16,
08/02/2014,08:00:00,427,532.28,155,25.77,994.55,
08/02/2014,09:00:00,533,329.51,300,25.83,993.83,
08/02/2014,10:00:00,470,78.05,403,25.89,993.12,
08/02/2014,11:00:00,647,194.83,461,25.95,992.4,
08/02/2014,12:00:00,351,4.04,347,26.72,991.94,
08/02/2014,13:00:00,245,0,245,27.49,991.48,
08/02/2014,14:00:00,640,280.95,396,28.26,991.02,
08/02/2014,15:00:00,664,671.01,180,27.95,991.02,
08/02/2014,16:00:00,457,584.79,148,27.63,991.02,
08/02/2014,17:00:00,232,449.01,96,27.32,991.02,
08/02/2014,18:00:00,24,83.11,19,26.68,992.27,
08/02/2014,19:00:00,0,0,0,26.03,993.51,
08/02/2014,20:00:00,0,0,0,25.39,994.75,
08/02/2014,21:00:00,0,0,0,25.06,994.75,
08/02/2014,22:00:00,0,0,0,24.72,994.75,
08/02/2014,23:00:00,0,0,0,24.39,994.75,
08/03/2014,00:00:00,0,0,0,24.16,994.03,
08/03/2014,01:00:00,0,0,0,23.93,993.31,
08/03/2014,02:00:00,0,0,0,23.7,992.59,
08/03/2014,03:00:00,0,0,0,23.55,992.85,
08/03/2014,04:00:00,0,0,0,23.4,993.12,
08/03/2014,05:00:00,0,0,0,23.25,993.38,
08/03/2014,06:00:00,0,0,0,24.32,993.83,
08/03/2014,07:00:00,113,31.75,104,25.39,994.29,
08/03/2014,08:00:00,175,5.87,172,26.46,994.75,
08/03/2014,09:00:00,285,15.55,274,27.23,994.13,
08/03/2014,10:00:00,279,1.16,278,28.01,993.51,
08/03/2014,11:00:00,342,4.19,338,28.78,992.89,
08/03/2014,12:00:00,609,126.27,484,29.05,992.36,
08/03/2014,13:00:00,618,155.14,469,29.31,991.84,
08/03/2014,14:00:00,597,211.79,413,29.57,991.32,
08/03/2014,15:00:00,520,273.1,323,28.92,991.38,
08/03/2014,16:00:00,461,605.92,141,28.26,991.45,
08/03/2014,17:00:00,234,466.47,93,27.61,991.51,
08/03/2014,18:00:00,21,50.69,18,26.78,992.53,
08/03/2014,19:00:00,0,0,0,25.95,993.54,
08/03/2014,20:00:00,0,0,0,25.13,994.55,
08/03/2014,21:00:00,0,0,0,24.86,994.72,
08/03/2014,22:00:00,0,0,0,24.6,994.88,
08/03/2014,23:00:00,0,0,0,24.33,995.04,
08/04/2014,00:00:00,0,0,0,24.31,994.32,
08/04/2014,01:00:00,0,0,0,24.3,993.61,
08/04/2014,02:00:00,0,0,0,24.28,992.89,
08/04/2014,03:00:00,0,0,0,24.21,993.18,
08/04/2014,04:00:00,0,0,0,24.14,993.48,
08/04/2014,05:00:00,0,0,0,24.07,993.77,
08/04/2014,06:00:00,0,0,0,24.7,994.16,
08/04/2014,07:00:00,190,292.9,107,25.32,994.55,
08/04/2014,08:00:00,428,531.8,156,25.95,994.95,
08/04/2014,09:00:00,641,639.8,188,26.69,994.36,
08/04/2014,10:00:00,797,660.72,229,27.44,993.77,
08/04/2014,11:00:00,942,797.04,180,28.18,993.18,
08/04/2014,12:00:00,722,258.44,466,28.18,992.95,
08/04/2014,13:00:00,643,183.16,467,28.18,992.72,
08/04/2014,14:00:00,523,119.66,419,28.17,992.49,
08/04/2014,15:00:00,678,720.85,158,27.83,992.59,
08/04/2014,16:00:00,468,638.49,131,27.5,992.69,
08/04/2014,17:00:00,203,281.84,118,27.16,992.79,
08/04/2014,18:00:00,23,86,18,26.52,993.44,
08/04/2014,19:00:00,0,0,0,25.89,994.1,
08/04/2014,20:00:00,0,0,0,25.25,994.75,
08/04/2014,21:00:00,0,0,0,25.11,994.98,
08/04/2014,22:00:00,0,0,0,24.98,995.21,
08/04/2014,23:00:00,0,0,0,24.84,995.44,
08/05/2014,00:00:00,0,0,0,24.64,994.81,
08/05/2014,01:00:00,0,0,0,24.44,994.19,
08/05/2014,02:00:00,0,0,0,24.24,993.57,
08/05/2014,03:00:00,0,0,0,23.94,993.74,
08/05/2014,04:00:00,0,0,0,23.64,993.9,
08/05/2014,05:00:00,0,0,0,23.34,994.06,
08/05/2014,06:00:00,0,0,0,24.27,994.26,
08/05/2014,07:00:00,195,321.16,104,25.2,994.46,
08/05/2014,08:00:00,410,457.26,176,26.13,994.65,
08/05/2014,09:00:00,641,640.77,187,26.36,994.1,
08/05/2014,10:00:00,537,142.97,414,26.59,993.54,
08/05/2014,11:00:00,761,366.88,410,26.82,992.98,
08/05/2014,12:00:00,304,0,304,27.83,992.2,
08/05/2014,13:00:00,712,277.72,445,28.83,991.42,
08/05/2014,14:00:00,813,677.51,224,29.83,990.63,
08/05/2014,15:00:00,634,568.38,224,29.12,990.53,
08/05/2014,16:00:00,250,49.29,224,28.41,990.44,
08/05/2014,17:00:00,89,3.32,88,27.7,990.34,
08/05/2014,18:00:00,9,0,9,26.98,991.45,
08/05/2014,19:00:00,0,0,0,26.26,992.56,
08/05/2014,20:00:00,0,0,0,25.55,993.67,
08/05/2014,21:00:00,0,0,0,25.17,993.8,
08/05/2014,22:00:00,0,0,0,24.8,993.93,
08/05/2014,23:00:00,0,0,0,24.42,994.06,
08/06/2014,00:00:00,0,0,0,23.88,993.51,
08/06/2014,01:00:00,0,0,0,23.35,992.95,
08/06/2014,02:00:00,0,0,0,22.81,992.4,
08/06/2014,03:00:00,0,0,0,22.76,992.59,
08/06/2014,04:00:00,0,0,0,22.71,992.79,
08/06/2014,05:00:00,0,0,0,22.65,992.98,
08/06/2014,06:00:00,0,0,0,23.36,993.31,
08/06/2014,07:00:00,116,38.82,105,24.06,993.64,
08/06/2014,08:00:00,373,320.29,209,24.77,993.97,
08/06/2014,09:00:00,481,217.2,327,25.01,993.57,
08/06/2014,10:00:00,710,432.09,338,25.24,993.18,
08/06/2014,11:00:00,902,678.93,252,25.48,992.79,
08/06/2014,12:00:00,980,795.51,191,25.66,992.27,
08/06/2014,13:00:00,985,901.37,118,25.84,991.74,
08/06/2014,14:00:00,545,143.75,420,26.02,991.22,
08/06/2014,15:00:00,524,280.06,322,25.75,991.29,
08/06/2014,16:00:00,393,343.44,212,25.47,991.35,
08/06/2014,17:00:00,213,343.26,110,25.19,991.42,
08/06/2014,18:00:00,21,53.68,18,24.67,992.04,
08/06/2014,19:00:00,0,0,0,24.16,992.66,
08/06/2014,20:00:00,0,0,0,23.64,993.28,
08/06/2014,21:00:00,0,0,0,23.46,993.34,
08/06/2014,22:00:00,0,0,0,23.29,993.41,
08/06/2014,23:00:00,0,0,0,23.11,993.48,
08/07/2014,00:00:00,0,0,0,23.18,992.89,
08/07/2014,01:00:00,0,0,0,23.26,992.3,
08/07/2014,02:00:00,0,0,0,23.33,991.71,
08/07/2014,03:00:00,0,0,0,23.3,992.14,
08/07/2014,04:00:00,0,0,0,23.26,992.56,
08/07/2014,05:00:00,0,0,0,23.22,992.98,
08/07/2014,06:00:00,0,0,0,24.08,993.34,
08/07/2014,07:00:00,154,130.56,117,24.93,993.7,
08/07/2014,08:00:00,368,306.43,211,25.78,994.06,
08/07/2014,09:00:00,471,198.71,330,26.81,993.54,
08/07/2014,10:00:00,530,133.47,415,27.83,993.02,
08/07/2014,11:00:00,680,233.8,456,28.86,992.49,
08/07/2014,12:00:00,714,244.86,471,29.15,991.84,
08/07/2014,13:00:00,650,189.13,468,29.44,991.19,
08/07/2014,14:00:00,541,139.11,420,29.73,990.53,
08/07/2014,15:00:00,620,526.93,240,29.22,990.44,
08/07/2014,16:00:00,465,628.63,134,28.7,990.34,
08/07/2014,17:00:00,216,360.94,108,28.19,990.24,
08/07/2014,18:00:00,17,36.58,15,27.24,991.22,
08/07/2014,19:00:00,0,0,0,26.29,992.2,
08/07/2014,20:00:00,0,0,0,25.34,993.18,
08/07/2014,21:00:00,0,0,0,25.07,993.34,
08/07/2014,22:00:00,0,0,0,24.79,993.51,
08/07/2014,23:00:00,0,0,0,24.52,993.67,
08/08/2014,00:00:00,0,0,0,24.32,993.08,
08/08/2014,01:00:00,0,0,0,24.12,992.49,
08/08/2014,02:00:00,0,0,0,23.92,991.91,
08/08/2014,03:00:00,0,0,0,23.83,992.2,
08/08/2014,04:00:00,0,0,0,23.74,992.49,
08/08/2014,05:00:00,0,0,0,23.64,992.79,
08/08/2014,06:00:00,0,0,0,24.39,993.25,
08/08/2014,07:00:00,117,38.81,106,25.14,993.7,
08/08/2014,08:00:00,266,79.97,225,25.89,994.16,
08/08/2014,09:00:00,416,118.29,332,26.5,993.51,
08/08/2014,10:00:00,543,148.45,415,27.11,992.85,
08/08/2014,11:00:00,735,316.04,432,27.72,992.2,
08/08/2014,12:00:00,643,157.1,487,27.58,991.42,
08/08/2014,13:00:00,768,368.74,413,27.44,990.63,
08/08/2014,14:00:00,677,344.85,377,27.29,989.85,
08/08/2014,15:00:00,562,367.55,297,26.84,990.27,
08/08/2014,16:00:00,357,239.53,231,26.39,990.7,
08/08/2014,17:00:00,190,231.3,121,25.94,991.12,
08/08/2014,18:00:00,19,56.18,16,25.49,991.81,
08/08/2014,19:00:00,0,0,0,25.05,992.49,
08/08/2014,20:00:00,0,0,0,24.6,993.18,
08/08/2014,21:00:00,0,0,0,24.44,993.54,
08/08/2014,22:00:00,0,0,0,24.28,993.9,
08/08/2014,23:00:00,0,0,0,24.12,994.26,
08/09/2014,00:00:00,0,0,0,24.13,993.57,
08/09/2014,01:00:00,0,0,0,24.15,992.89,
08/09/2014,02:00:00,0,0,0,24.16,992.2,
08/09/2014,03:00:00,0,0,0,24.04,992.53,
08/09/2014,04:00:00,0,0,0,23.91,992.85,
08/09/2014,05:00:00,0,0,0,23.78,993.18,
08/09/2014,06:00:00,0,0,0,24.41,993.7,
08/09/2014,07:00:00,133,70.53,113,25.04,994.23,
08/09/2014,08:00:00,125,0,125,25.67,994.75,
08/09/2014,09:00:00,326,35.18,301,26.73,994.23,
08/09/2014,10:00:00,407,35.92,376,27.78,993.7,
08/09/2014,11:00:00,755,350.21,419,28.84,993.18,
08/09/2014,12:00:00,752,296.9,457,29.1,992.63,
08/09/2014,13:00:00,784,395.59,403,29.37,992.07,
08/09/2014,14:00:00,841,756.26,183,29.63,991.51,
08/09/2014,15:00:00,645,603.51,210,29.06,991.45,
08/09/2014,16:00:00,465,628.04,135,28.48,991.38,
08/09/2014,17:00:00,218,380.01,105,27.91,991.32,
08/09/2014,18:00:00,16,38.41,14,26.89,992.07,
08/09/2014,19:00:00,0,0,0,25.88,992.82,
08/09/2014,20:00:00,0,0,0,24.86,993.57,
08/09/2014,21:00:00,0,0,0,24.56,994,
08/09/2014,22:00:00,0,0,0,24.27,994.42,
08/09/2014,23:00:00,0,0,0,23.97,994.85,
08/10/2014,00:00:00,0,0,0,23.79,994.16,
08/10/2014,01:00:00,0,0,0,23.61,993.48,
08/10/2014,02:00:00,0,0,0,23.43,992.79,
08/10/2014,03:00:00,0,0,0,23.21,993.25,
08/10/2014,04:00:00,0,0,0,22.99,993.7,
08/10/2014,05:00:00,0,0,0,22.76,994.16,
08/10/2014,06:00:00,0,0,0,24.03,994.62,
08/10/2014,07:00:00,117,38.78,106,25.29,995.08,
08/10/2014,08:00:00,266,79.85,225,26.56,995.53,
08/10/2014,09:00:00,234,2.81,232,27.41,994.91,
08/10/2014,10:00:00,501,101.9,413,28.27,994.29,
08/10/2014,11:00:00,707,269.77,448,29.12,993.67,
08/10/2014,12:00:00,540,69.41,471,29.27,993.21,
08/10/2014,13:00:00,760,351.85,421,29.42,992.76,
08/10/2014,14:00:00,769,550.48,290,29.57,992.3,
08/10/2014,15:00:00,668,685.61,174,29,992.1,
08/10/2014,16:00:00,448,554.48,157,28.43,991.91,
08/10/2014,17:00:00,220,401.56,101,27.86,991.71,
08/10/2014,18:00:00,17,39.46,15,26.86,992.79,
08/10/2014,19:00:00,0,0,0,25.85,993.87,
08/10/2014,20:00:00,0,0,0,24.85,994.95,
08/10/2014,21:00:00,0,0,0,24.54,995.08,
08/10/2014,22:00:00,0,0,0,24.24,995.21,
08/10/2014,23:00:00,0,0,0,23.93,995.34,
08/11/2014,00:00:00,0,0,0,23.64,994.62,
08/11/2014,01:00:00,0,0,0,23.36,993.9,
08/11/2014,02:00:00,0,0,0,23.07,993.18,
08/11/2014,03:00:00,0,0,0,22.96,993.54,
08/11/2014,04:00:00,0,0,0,22.85,993.9,
08/11/2014,05:00:00,0,0,0,22.73,994.26,
08/11/2014,06:00:00,0,0,0,23.77,994.72,
08/11/2014,07:00:00,164,169.11,116,24.8,995.17,
08/11/2014,08:00:00,352,254.92,221,25.84,995.63,
08/11/2014,09:00:00,341,43.55,310,26.5,995.17,
08/11/2014,10:00:00,341,10.41,332,27.16,994.72,
08/11/2014,11:00:00,991,922.2,105,27.82,994.26,
08/11/2014,12:00:00,855,480.55,377,27.88,993.54,
08/11/2014,13:00:00,979,874.65,136,27.94,992.82,
08/11/2014,14:00:00,859,811.31,153,28,992.1,
08/11/2014,15:00:00,538,311.01,314,27.69,991.87,
08/11/2014,16:00:00,466,639.15,131,27.39,991.65,
08/11/2014,17:00:00,203,301.42,114,27.08,991.42,
08/11/2014,18:00:00,16,40.62,14,26.36,991.97,
08/11/2014,19:00:00,0,0,0,25.64,992.53,
08/11/2014,20:00:00,0,0,0,24.92,993.08,
08/11/2014,21:00:00,0,0,0,24.71,993.41,
08/11/2014,22:00:00,0,0,0,24.5,993.74,
08/11/2014,23:00:00,0,0,0,24.29,994.06,
08/12/2014,00:00:00,0,0,0,23.8,993.31,
08/12/2014,01:00:00,0,0,0,23.32,992.56,
08/12/2014,02:00:00,0,0,0,22.83,991.81,
08/12/2014,03:00:00,0,0,0,22.64,991.94,
08/12/2014,04:00:00,0,0,0,22.44,992.07,
08/12/2014,05:00:00,0,0,0,22.24,992.2,
08/12/2014,06:00:00,0,0,0,23.78,992.66,
08/12/2014,07:00:00,148,112.67,116,25.31,993.12,
