,apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time
2020-01-23 04:00:00,134.43127922936657,134.43127922936657,-44.431279229366574,-44.431279229366574,281.7680554734703,-11.6059785575344
2020-01-23 05:00:00,145.3477198803856,145.3477198803856,-55.34771988038559,-55.34771988038559,295.81483241177096,-11.617028196284082
2020-01-23 06:00:00,154.65318200950688,154.65318200950688,-64.65318200950688,-64.65318200950688,317.40653319476496,-11.628055602461245
2020-01-23 07:00:00,159.6954793854672,159.6954793854672,-69.6954793854672,-69.6954793854672,352.07433434134225,-11.639060758941923
2020-01-23 08:00:00,157.31902299594452,157.31902299594452,-67.31902299594454,-67.31902299594454,30.77927843874602,-11.650043648740393
2020-01-23 09:00:00,149.22340591451535,149.22340591451535,-59.22340591451537,-59.22340591451537,56.98821597979958,-11.661004254456202
2020-01-23 10:00:00,138.73632743944887,138.73632743944887,-48.73632743944888,-48.73632743944888,73.27982478267722,-11.671942559209128
2020-01-23 11:00:00,127.41010468602008,127.41010468602008,-37.410104686020084,-37.410104686020084,84.92534135767812,-11.682858546158968
2020-01-23 12:00:00,115.87941947450923,115.87941947450923,-25.87941947450923,-25.87941947450923,94.5602409066135,-11.693752198116272
2020-01-23 13:00:00,104.49004725512782,104.49004725512782,-14.490047255127818,-14.490047255127818,103.49702963633143,-11.704623498389992
2020-01-23 14:00:00,93.51995711041444,93.51995711041444,-3.519957110414437,-3.519957110414437,112.5349495467047,-11.715472430307273
2020-01-23 15:00:00,83.14756521793021,83.27455986624095,6.852434782069787,6.72544013375905,122.28931878976107,-11.726298976940598
2020-01-23 16:00:00,74.09012429132446,74.1478747961165,15.909875708675541,15.852125203883498,133.31034907920684,-11.737103121740802
2020-01-23 17:00:00,66.62635588945703,66.66494013746123,23.37364411054297,23.335059862538774,146.0566420383925,-11.747884848260583
2020-01-23 18:00:00,61.440938309336595,61.471699109457376,28.559061690663405,28.52830089054262,160.69404408239257,-11.758644139794342
2020-01-23 19:00:00,59.17069153518801,59.19877829394741,30.82930846481199,30.80122170605259,176.76834369043524,-11.769380980011192
2020-01-23 20:00:00,60.15816609961346,60.18737165418726,29.84183390038654,29.81262834581274,193.1203274907694,-11.780095352598437
2020-01-23 21:00:00,64.24870661560414,64.28335059810134,25.751293384395865,25.71664940189866,208.43095784268124,-11.79078724111605
2020-01-23 22:00:00,70.88725745015465,70.93510447101005,19.11274254984535,19.06489552898995,221.94322215884932,-11.801456629378663
2020-01-23 23:00:00,79.39129373295705,79.47696389063208,10.60870626704294,10.523036109367919,233.6145009247608,-11.81210350139736
2020-01-24 00:00:00,88.93360134930468,89.32896269155079,1.0663986506953231,0.6710373084492145,243.82242359140196,-11.822727840837615
2020-01-24 01:00:00,100.04780818124785,100.04780818124785,-10.04780818124785,-10.04780818124785,253.094179961409,-11.833329631757806
2020-01-24 02:00:00,111.29829306568051,111.29829306568051,-21.298293065680515,-21.298293065680515,262.01549676223675,-11.843908858420036
2020-01-24 03:00:00,122.79829834997348,122.79829834997348,-32.79829834997348,-32.79829834997348,271.2922250936875,-11.854465504660766
2020-01-24 04:00:00,134.24143431899705,134.24143431899705,-44.24143431899705,-44.24143431899705,281.9783838452456,-11.86499955481122
2020-01-24 05:00:00,145.14360081418351,145.14360081418351,-55.14360081418353,-55.14360081418353,296.0442883154194,-11.875510993249918
2020-01-24 06:00:00,154.4236749907663,154.4236749907663,-64.42367499076632,-64.42367499076632,317.5897269285714,-11.885999804111634
2020-01-24 07:00:00,159.45497200398034,159.45497200398034,-69.45497200398033,-69.45497200398033,351.97782649258016,-11.896465971942234
2020-01-24 08:00:00,157.1299941077489,157.1299941077489,-67.1299941077489,-67.1299941077489,30.384559606073935,-11.906909481323964
2020-01-24 09:00:00,149.09242613621456,149.09242613621456,-59.09242613621455,-59.09242613621455,56.588337512392116,-11.917330316631706
2020-01-24 10:00:00,138.6359439618391,138.6359439618391,-48.63594396183911,-48.63594396183911,72.94380810780478,-11.927728462644154
2020-01-24 11:00:00,127.32126320828702,127.32126320828702,-37.32126320828702,-37.32126320828702,84.63981573848872,-11.938103904125455
2020-01-24 12:00:00,115.79067813530881,115.79067813530881,-25.790678135308806,-25.790678135308806,94.3078148894653,-11.948456625705148
2020-01-24 13:00:00,104.39356912445174,104.39356912445174,-14.393569124451744,-14.393569124451744,103.26546035292893,-11.958786612351105
2020-01-24 14:00:00,93.40939717839291,93.40939717839291,-3.4093971783929016,-3.4093971783929016,112.31665780377858,-11.969093849136698
2020-01-24 15:00:00,83.01916313388837,83.14414389297993,6.980836866111627,6.8558561070200765,122.08098487932517,-11.979378320855176
2020-01-24 16:00:00,73.93516174561337,73.9923503020544,16.06483825438663,16.007649697945592,133.11380304430332,-11.98964001269269
2020-01-24 17:00:00,66.44234857421385,66.48060216477168,23.557651425786148,23.519397835228318,145.88080469320545,-11.99987890999546
2020-01-24 18:00:00,61.22821943205331,61.25871380929807,28.771780567946696,28.74128619070193,160.5556584543192,-12.010094997775013
2020-01-24 19:00:00,58.93581440230636,58.96364429756632,31.06418559769364,31.03635570243368,176.68649529403422,-12.02028826145397
2020-01-24 20:00:00,59.91324258350119,59.94216459707887,30.086757416498816,30.05783540292113,193.10421311864806,-12.030458686607744
2020-01-24 21:00:00,64.00626969183759,64.04054870784529,25.993730308162405,25.959451292154714,208.47358013234722,-12.040606258473417
2020-01-24 22:00:00,70.65553437511878,70.70278209666463,19.344465624881224,19.29721790333536,222.0289330168271,-12.05073096273918
2020-01-24 23:00:00,79.17401847950518,79.25806971242514,10.825981520494826,10.741930287574865,233.72923096311487,-12.06083278515871
2020-01-25 00:00:00,88.74966204645537,89.12297194806426,1.2503379535446317,0.8770280519357323,243.95771256396966,-12.070911711227382
2020-01-25 01:00:00,99.85228917772399,99.85228917772399,-9.85228917772399,-9.85228917772399,253.2468311505163,-12.080967726891686
2020-01-25 02:00:00,111.10963029680971,111.10963029680971,-21.10963029680971,-21.10963029680971,262.1862524123805,-12.091000818105385
2020-01-25 03:00:00,122.61163694899577,122.61163694899577,-32.611636948995766,-32.611636948995766,271.48457369884056,-12.101010970673087
2020-01-25 04:00:00,134.04992552136045,134.04992552136045,-44.04992552136045,-44.04992552136045,282.19636575345385,-12.110998170715902
