Date,pm25,pm10,wind-speed,humidity,precipitation,soiling_accumulation,cum_soiling_accumulation,soilingrate
2022-10-03,15,0,1.5,77.8,0,0.0,0.0,0.0
2022-10-04,14,0,1.5,87.5,0,0.0,0.0,0.0
2022-10-05,18,0,1.1,90.0,0,0.0,0.0,0.0
2022-10-06,10,0,2.0,97.0,0,0.0,0.0,0.0
2022-10-07,12,0,2.0,96.8,0,0.0,0.0,0.0
2022-10-08,21,0,1.0,93.0,0,0.0,0.0,0.0
2022-10-09,14,0,1.0,77.0,0,0.0,0.0,0.0
2022-10-10,15,0,1.0,76.0,0,0.0,0.0,0.0
2022-10-11,17,0,1.0,70.6,0,0.001446,0.001446,0.0002587581532981311
2022-10-12,21,0,1.3,83.2,0,0.0,0.0,0.0
2022-10-13,36,0,1.0,90.0,0,0.0,0.0,0.0
2022-10-14,28,0,2.0,90.0,0,0.0,0.0,0.0
2022-10-15,43,0,2.0,92.0,0,0.0,0.0,0.0
2022-10-16,14,0,2.0,92.8,0,0.0,0.0,0.0
2022-10-17,29,0,1.0,92.0,0,0.0,0.0,0.0
2022-10-18,29,0,3.0,91.6,0,0.0,0.0,0.0
2022-10-19,23,0,4.4,95.0,0,0.0,0.0,0.0
2022-10-20,20,0,2.0,86.1,0,0.0,0.0,0.0
2022-10-21,23,0,0.8,83.0,0,0.0,0.0,0.0
2022-10-22,18,0,1.1,88.5,0,0.0,0.0,0.0
2022-10-23,24,0,0.5,88.5,0,0.0,0.0,0.0
2022-10-24,21,0,1.0,89.8,0,0.0,0.0,0.0
2022-10-25,11,0,1.0,94.0,0,0.0,0.0,0.0
2022-10-26,7,0,1.0,95.0,0,0.0,0.0,0.0
2022-10-27,12,0,1.6,94.5,0,0.0,0.0,0.0
2022-10-28,11,0,2.0,74.1,0,0.001872,0.001872,0.00032203876685132373
2022-10-29,17,0,1.0,84.8,0,0.0,0.0,0.0
2022-10-30,17,0,1.0,78.0,0,0.0,0.0,0.0
2022-10-31,20,0,2.0,86.2,0,0.0,0.0,0.0
2022-11-01,18,0,1.0,93.0,0,0.0,0.0,0.0
2022-11-02,23,0,1.6,58.5,0,0.003131,0.003131,0.0004979383058755954
2022-11-03,13,0,1.6,56.0,0,0.00177,0.004901,0.0007278824217044262
2022-11-04,27,0,1.3,79.4,0,0.0,0.0,0.0
2022-11-05,27,0,1.8,86.8,0,0.0,0.0,0.0
2022-11-06,26,0,2.0,88.6,0,0.0,0.0,0.0
2022-11-07,32,0,3.5,91.0,0,0.0,0.0,0.0
2022-11-08,12,0,4.3,55.0,0,0.004391,0.004391,0.0006631733870599101
2022-11-09,13,0,5.0,58.0,0,0.005531,0.009922,0.001323123397098323
2022-11-10,21,0,3.0,69.5,0,0.005361,0.015283000000000001,0.001907919149962108
2022-11-11,39,0,3.0,75.0,0,0.0,0.0,0.0
2022-11-12,23,0,6.7,92.5,0,0.0,0.0,0.0
2022-11-13,8,0,3.0,90.0,0,0.0,0.0,0.0
2022-11-14,9,0,8.0,83.0,0,0.0,0.0,0.0
2022-11-15,9,0,5.0,75.0,0,0.0,0.0,0.0
2022-11-16,13,0,7.0,87.0,0,0.0,0.0,0.0
2022-11-17,13,0,6.5,78.0,0,0.0,0.0,0.0
2022-11-18,13,0,4.4,74.0,0,0.004867,0.004867,0.0007236016484236428
2022-11-19,18,0,1.0,87.5,0,0.0,0.0,0.0
2022-11-20,20,0,6.0,85.5,0,0.0,0.0,0.0
2022-11-21,16,0,8.0,74.6,0,0.010891,0.010891,0.0014318220656711616
2022-11-22,20,0,8.0,77.0,0,0.0,0.0,0.0
2022-11-23,15,0,8.0,66.0,0,0.01021,0.01021,0.0013555928059556968
2022-11-24,12,0,6.0,60.0,0,0.006126,0.016336,0.0020187287260095554
2022-11-25,18,0,5.0,84.0,0,0.0,0.0,0.0
2022-11-26,10,0,14.5,90.0,0,0.0,0.0,0.0
2022-11-27,12,0,3.0,85.0,0,0.0,0.0,0.0
2022-11-28,11,0,7.0,93.5,0,0.0,0.0,0.0
2022-11-29,10,0,6.5,79.0,0,0.0,0.0,0.0
2022-11-30,23,0,9.0,89.0,0,0.0,0.0,0.0
2022-12-01,15,0,10.0,82.0,0,0.0,0.0,0.0
2022-12-02,11,0,5.0,68.5,0,0.00468,0.00468,0.000699974715264336
2022-12-03,25,0,9.0,91.0,0,0.0,0.0,0.0
2022-12-04,14,0,6.0,76.5,0,0.0,0.0,0.0
2022-12-05,11,0,2.0,84.5,0,0.0,0.0,0.0
2022-12-06,18,0,4.5,92.0,0,0.0,0.0,0.0
2022-12-07,8,0,7.0,98.0,0,0.0,0.0,0.0
2022-12-08,31,0,8.3,99.0,0,0.0,0.0,0.0
2022-12-09,4,0,10.0,96.0,0,0.0,0.0,0.0
2022-12-10,8,0,11.0,89.3,0,0.0,0.0,0.0
2022-12-11,17,0,5.6,80.0,0,0.0,0.0,0.0
2022-12-12,15,0,5.5,81.0,0,0.0,0.0,0.0
2022-12-13,13,0,14.0,82.0,0,0.0,0.0,0.0
2022-12-14,11,0,5.0,75.0,0,0.0,0.0,0.0
2022-12-15,19,0,4.6,88.6,0,0.0,0.0,0.0
2022-12-16,19,0,2.1,90.0,0,0.0,0.0,0.0
2022-12-17,5,0,4.5,94.0,0,0.0,0.0,0.0
2022-12-18,13,0,2.0,94.0,0,0.0,0.0,0.0
2022-12-19,4,0,1.3,95.0,0,0.0,0.0,0.0
2022-12-20,10,0,3.3,93.0,0,0.0,0.0,0.0
2022-12-21,21,0,1.0,89.6,0,0.0,0.0,0.0
2022-12-22,22,0,1.5,86.2,0,0.0,0.0,0.0
2022-12-23,25,0,6.2,94.0,0,0.0,0.0,0.0
2022-12-24,30,0,5.6,74.0,0,0.014295,0.014295,0.0018028845742308394
2022-12-25,19,0,4.1,76.2,0,0.0,0.0,0.0
2022-12-26,16,0,1.2,67.8,0,0.001634,0.001634,0.00028699339208583774
2022-12-27,16,0,1.2,74.0,0,0.001634,0.003268,0.0005163384127508184
2022-12-28,13,0,0.9,68.7,0,0.000996,0.004264,0.000646885207697332
2022-12-29,21,0,0.4,82.5,0,0.0,0.0,0.0
2022-12-30,44,0,1.0,93.8,0,0.0,0.0,0.0
2022-12-31,48,0,0.9,95.8,0,0.0,0.0,0.0
