0,Golden,Colorado,-7,39.739,-105.172,0
Date (MM/DD/YYYY),Time (HH:MM),nothing,GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),temp_air,Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa)
03/11/2020, 03:00:00,3.00,0.00,0.00,0.00,8.09,4.82,816.25,131.86,49.89,81625.08
03/11/2020, 04:00:00,4.00,0.00,0.00,0.00,8.80,8.05,815.31,122.18,64.30,81531.25
03/11/2020, 05:00:00,5.00,0.00,0.00,0.00,7.70,4.16,815.78,111.34,75.94,81578.42
03/11/2020, 06:00:00,6.00,0.00,0.00,0.00,7.84,3.80,815.40,99.94,86.10,81540.17
03/11/2020, 07:00:00,7.00,36.04,193.64,19.95,8.20,1.90,815.52,88.27,95.73,81552.00
03/11/2020, 08:00:00,8.00,174.05,420.84,81.49,9.23,3.07,815.02,77.07,105.64,81501.67
03/11/2020, 09:00:00,9.00,397.27,813.50,63.32,10.49,3.46,814.58,66.36,116.67,81458.08
03/11/2020, 10:00:00,10.00,570.76,854.61,100.19,12.99,2.50,814.60,56.72,129.75,81459.75
03/11/2020, 11:00:00,11.00,739.95,1023.67,68.23,13.91,3.08,814.22,48.97,145.89,81422.00
03/11/2020, 12:00:00,12.00,805.04,1032.15,65.26,15.33,2.53,813.37,44.21,165.46,81337.25
03/11/2020, 13:00:00,13.00,808.01,985.61,91.93,16.78,2.57,812.41,43.44,187.06,81241.33
03/11/2020, 14:00:00,14.00,278.81,119.27,198.52,16.38,2.10,811.13,46.86,207.63,81112.50
03/11/2020, 15:00:00,15.00,607.02,717.19,173.28,17.48,2.57,810.16,53.68,225.04,81016.33
03/11/2020, 16:00:00,16.00,282.25,175.07,198.35,17.89,1.32,809.73,62.74,239.12,80973.25
03/11/2020, 17:00:00,17.00,80.20,8.34,77.44,16.97,1.07,809.25,73.14,250.77,80924.92
03/11/2020, 18:00:00,18.00,38.14,13.70,36.51,15.91,1.11,808.99,84.19,261.00,80898.83
03/11/2020, 19:00:00,19.00,0.45,0.00,0.45,14.27,2.85,808.98,95.71,270.67,80898.33
03/11/2020, 20:00:00,20.00,0.00,0.00,0.00,12.33,7.34,809.40,107.23,280.58,80940.00
03/11/2020, 21:00:00,21.00,0.00,0.00,0.00,10.98,8.53,809.07,118.28,291.60,80907.00
03/11/2020, 22:00:00,22.00,0.00,0.00,0.00,10.79,5.38,808.78,128.41,304.90,80878.17
03/11/2020, 23:00:00,23.00,0.00,0.00,0.00,10.85,3.66,808.89,136.76,321.90,80889.00
03/12/2020, 00:00:00,0.00,0.00,0.00,0.00,10.90,6.45,808.52,142.05,343.53,80852.08
03/12/2020, 01:00:00,1.00,0.00,0.00,0.00,10.98,5.56,808.05,142.88,71.10,80804.83
03/12/2020, 02:00:00,2.00,0.00,0.00,0.00,10.27,2.80,808.19,138.99,31.11,80818.83
03/12/2020, 03:00:00,3.00,0.00,0.00,0.00,10.88,6.69,807.74,131.50,49.65,80773.58
03/12/2020, 04:00:00,4.00,0.00,0.00,0.00,10.38,5.31,807.81,121.85,64.03,80781.00
03/12/2020, 05:00:00,5.00,0.00,0.00,0.00,9.70,3.66,808.32,111.03,75.67,80831.67
03/12/2020, 06:00:00,6.00,0.00,0.00,0.00,9.58,2.50,808.67,99.64,85.84,80867.00
03/12/2020, 07:00:00,7.00,21.38,3.97,20.97,9.55,4.99,809.03,87.97,95.47,80902.92
03/12/2020, 08:00:00,8.00,144.25,82.04,125.99,9.20,4.84,809.84,76.76,105.39,80984.08
03/12/2020, 09:00:00,9.00,237.36,44.04,218.82,5.71,4.22,811.19,66.03,116.42,81118.92
03/12/2020, 10:00:00,10.00,375.11,75.81,333.59,4.98,3.38,812.42,56.36,129.54,81241.58
03/12/2020, 11:00:00,11.00,527.46,168.99,415.88,4.73,3.57,813.18,48.59,145.75,81318.00
03/12/2020, 12:00:00,12.00,517.96,120.58,432.03,4.55,3.32,813.71,43.81,165.45,81370.58
03/12/2020, 13:00:00,13.00,452.82,27.05,433.18,4.63,2.68,813.70,43.05,187.21,81370.33
03/12/2020, 14:00:00,14.00,434.43,41.71,405.99,5.17,2.23,813.22,46.52,207.91,81321.92
03/12/2020, 15:00:00,15.00,311.68,33.11,290.41,5.66,2.11,813.28,53.38,225.37,81327.75
03/12/2020, 16:00:00,16.00,228.85,0.74,228.52,5.56,1.84,813.79,62.49,239.46,81379.08
03/12/2020, 17:00:00,17.00,122.72,1.08,122.41,5.52,2.08,813.92,72.92,251.12,81391.67
03/12/2020, 18:00:00,18.00,28.24,2.88,27.85,3.39,3.85,814.47,83.99,261.35,81447.08
03/12/2020, 19:00:00,19.00,0.21,0.00,0.21,1.69,3.32,815.19,95.51,271.03,81519.42
03/12/2020, 20:00:00,20.00,0.00,0.00,0.00,0.80,1.87,815.92,107.02,280.93,81592.42
03/12/2020, 21:00:00,21.00,0.00,0.00,0.00,0.58,1.24,816.10,118.05,291.98,81609.67
03/12/2020, 22:00:00,22.00,0.00,0.00,0.00,0.48,1.18,816.18,128.14,305.28,81618.42
03/12/2020, 23:00:00,23.00,0.00,0.00,0.00,0.45,1.77,815.88,136.46,322.26,81587.83
03/13/2020, 00:00:00,0.00,0.00,0.00,0.00,-0.07,2.27,815.52,141.68,343.77,81551.67
03/13/2020, 01:00:00,1.00,0.00,0.00,0.00,-0.24,2.38,815.16,142.48,68.14,81516.25
03/13/2020, 02:00:00,2.00,0.00,0.00,0.00,-0.57,2.97,814.74,138.60,30.97,81474.42
03/13/2020, 03:00:00,3.00,0.00,0.00,0.00,-0.82,3.13,813.95,131.15,49.42,81394.83
03/13/2020, 04:00:00,4.00,0.00,0.00,0.00,-1.18,3.19,813.85,121.51,63.77,81385.25
03/13/2020, 05:00:00,5.00,0.00,0.00,0.00,-1.31,2.87,813.93,110.72,75.41,81392.92
03/13/2020, 06:00:00,6.00,0.00,0.00,0.00,-1.36,1.96,813.85,99.33,85.57,81384.83
03/13/2020, 07:00:00,7.00,2.32,3.69,2.18,-1.63,1.64,813.79,87.65,95.21,81379.08
03/13/2020, 08:00:00,8.00,16.47,0.57,16.34,-1.55,1.09,813.68,76.45,105.13,81367.67
03/13/2020, 09:00:00,9.00,97.81,0.07,97.78,-1.35,1.13,813.39,65.69,116.18,81338.83
03/13/2020, 10:00:00,10.00,128.78,0.18,128.68,-0.96,1.47,813.20,56.01,129.32,81320.00
03/13/2020, 11:00:00,11.00,218.97,2.48,217.23,-0.45,1.64,812.46,48.21,145.60,81246.42
03/13/2020, 12:00:00,12.00,190.51,0.85,189.89,0.33,1.55,811.23,43.41,165.44,81122.67
03/13/2020, 13:00:00,13.00,335.11,5.26,331.26,0.94,1.39,810.02,42.67,187.37,81001.75
03/13/2020, 14:00:00,14.00,201.85,0.02,201.84,2.04,1.99,808.79,46.18,208.20,80879.25
03/13/2020, 15:00:00,15.00,239.13,10.41,233.37,2.25,2.93,808.10,53.09,225.71,80809.58
03/13/2020, 16:00:00,16.00,128.33,0.00,128.33,2.13,3.49,808.15,62.24,239.82,80815.42
03/13/2020, 17:00:00,17.00,48.85,0.17,48.81,1.51,3.39,808.49,72.70,251.47,80849.25
03/13/2020, 18:00:00,18.00,11.25,1.16,11.14,1.32,1.99,808.82,83.79,261.70,80882.42
03/13/2020, 19:00:00,19.00,0.48,0.00,0.48,0.50,1.64,808.84,95.30,271.37,80884.42
03/13/2020, 20:00:00,20.00,0.00,0.00,0.00,0.25,1.52,809.29,106.82,281.30,80929.00
03/13/2020, 21:00:00,21.00,0.00,0.00,0.00,-0.08,2.56,809.91,117.83,292.36,80990.67
03/13/2020, 22:00:00,22.00,0.00,0.00,0.00,-0.46,3.39,810.52,127.89,305.66,81052.25
03/13/2020, 23:00:00,23.00,0.00,0.00,0.00,-0.93,3.06,810.69,136.15,322.60,81069.17
03/14/2020, 00:00:00,0.00,0.00,0.00,0.00,-1.14,2.94,810.88,141.31,344.01,81088.08
03/14/2020, 01:00:00,1.00,0.00,0.00,0.00,-1.53,2.64,811.15,142.08,68.18,81114.83
03/14/2020, 02:00:00,2.00,0.00,0.00,0.00,-1.71,2.07,811.65,138.21,30.83,81165.00
03/14/2020, 03:00:00,3.00,0.00,0.00,0.00,-1.85,1.75,811.83,130.78,49.19,81182.92
03/14/2020, 04:00:00,4.00,0.00,0.00,0.00,-2.07,2.20,812.05,121.18,63.51,81205.00
03/14/2020, 05:00:00,5.00,0.00,0.00,0.00,-2.34,1.88,812.66,110.40,75.14,81266.42
03/14/2020, 06:00:00,6.00,0.00,0.00,0.00,-2.43,1.39,813.47,99.02,85.31,81346.67
03/14/2020, 07:00:00,7.00,8.36,2.05,8.19,-2.31,1.45,814.13,87.35,94.95,81413.33
03/14/2020, 08:00:00,8.00,51.17,0.71,51.03,-2.01,1.07,814.79,76.13,104.88,81479.17
03/14/2020, 09:00:00,9.00,109.79,0.07,109.75,-1.63,0.96,815.34,65.36,115.94,81534.42
03/14/2020, 10:00:00,10.00,293.79,0.04,293.77,-0.31,1.33,815.86,55.65,129.11,81585.75
03/14/2020, 11:00:00,11.00,372.29,0.15,372.18,0.64,1.92,816.16,47.82,145.45,81616.33
03/14/2020, 12:00:00,12.00,602.77,190.50,462.37,1.60,1.96,816.29,43.01,165.43,81629.33
03/14/2020, 13:00:00,13.00,785.67,813.09,184.75,2.94,2.21,816.24,42.28,187.53,81624.42
03/14/2020, 14:00:00,14.00,704.29,663.18,237.31,4.33,2.35,816.06,45.84,208.49,81606.08
03/14/2020, 15:00:00,15.00,534.34,409.73,293.66,4.75,2.56,816.16,52.80,226.05,81616.00
03/14/2020, 16:00:00,16.00,496.50,785.00,127.09,4.99,2.98,816.43,61.99,240.18,81642.75
03/14/2020, 17:00:00,17.00,291.04,560.40,117.30,4.59,3.31,817.01,72.48,251.82,81701.17
03/14/2020, 18:00:00,18.00,54.44,81.52,44.28,2.90,4.11,817.80,83.59,262.05,81779.83
03/14/2020, 19:00:00,19.00,0.42,0.00,0.42,0.94,3.72,818.61,95.10,271.72,81861.08
03/14/2020, 20:00:00,20.00,0.00,0.00,0.00,0.22,2.90,818.68,106.61,281.65,81867.67
03/14/2020, 21:00:00,21.00,0.00,0.00,0.00,-0.04,2.53,818.96,117.60,292.72,81895.58
03/14/2020, 22:00:00,22.00,0.00,0.00,0.00,-0.11,1.33,819.02,127.61,306.04,81902.17
03/14/2020, 23:00:00,23.00,0.00,0.00,0.00,-0.58,1.39,818.89,135.82,322.96,81888.67
03/15/2020, 00:00:00,0.00,0.00,0.00,0.00,-0.07,1.08,818.67,140.95,344.27,81866.92
03/15/2020, 01:00:00,1.00,0.00,0.00,0.00,-0.27,1.48,818.27,141.69,65.22,81827.42
03/15/2020, 02:00:00,2.00,0.00,0.00,0.00,-0.58,1.93,818.18,137.82,30.70,81818.42
03/15/2020, 03:00:00,3.00,0.00,0.00,0.00,-0.80,1.67,818.28,130.42,48.97,81828.17
03/15/2020, 04:00:00,4.00,0.00,0.00,0.00,-0.88,1.42,818.27,120.85,63.26,81827.33
03/15/2020, 05:00:00,5.00,0.00,0.00,0.00,-0.97,1.07,818.67,110.08,74.88,81866.75
03/15/2020, 06:00:00,6.00,0.01,0.00,0.01,-0.70,1.24,818.96,98.72,85.04,81895.67
03/15/2020, 07:00:00,7.00,13.09,1.60,12.96,-0.32,1.20,819.01,87.04,94.69,81900.50
03/15/2020, 08:00:00,8.00,137.90,99.62,105.93,-0.04,1.24,818.99,75.82,104.63,81898.67
03/15/2020, 09:00:00,9.00,383.34,490.59,180.98,1.67,1.36,819.05,65.03,115.69,81904.75
03/15/2020, 10:00:00,10.00,531.48,531.16,221.99,2.87,1.40,818.99,55.29,128.90,81898.58
03/15/2020, 11:00:00,11.00,707.94,753.23,199.83,4.30,1.75,818.61,47.44,145.31,81860.75
03/15/2020, 12:00:00,12.00,802.02,864.54,164.79,5.94,1.81,817.99,42.61,165.42,81798.50
03/15/2020, 13:00:00,13.00,831.14,962.38,114.84,7.36,2.00,817.05,41.90,187.69,81705.33
03/15/2020, 14:00:00,14.00,733.54,813.84,161.43,9.18,2.06,816.30,45.50,208.78,81630.00
03/15/2020, 15:00:00,15.00,649.88,819.87,147.51,9.84,2.42,815.77,52.51,226.41,81576.92
03/15/2020, 16:00:00,16.00,422.36,452.00,196.75,10.59,1.45,815.66,61.75,240.53,81565.50
03/15/2020, 17:00:00,17.00,179.71,147.93,128.01,10.36,1.79,815.37,72.26,252.18,81537.25
03/15/2020, 18:00:00,18.00,37.53,66.28,29.74,9.90,1.36,815.26,83.39,262.39,81525.58
03/15/2020, 19:00:00,19.00,0.52,0.00,0.52,8.92,1.39,815.25,94.89,272.07,81525.00
03/15/2020, 20:00:00,20.00,0.00,0.00,0.00,7.50,1.66,815.37,106.40,282.01,81537.17
03/15/2020, 21:00:00,21.00,0.00,0.00,0.00,6.62,2.67,815.45,117.37,293.09,81545.25
03/15/2020, 22:00:00,22.00,0.00,0.00,0.00,6.45,2.21,815.62,127.36,306.42,81562.08
03/15/2020, 23:00:00,23.00,0.00,0.00,0.00,5.68,1.68,815.69,135.51,323.31,81568.83
03/16/2020, 00:00:00,0.00,0.00,0.00,0.00,4.99,2.75,815.53,140.57,344.49,81553.33
03/16/2020, 01:00:00,1.00,0.00,0.00,0.00,4.48,3.09,815.68,141.29,65.27,81568.42
03/16/2020, 02:00:00,2.00,0.00,0.00,0.00,4.94,3.43,815.56,137.43,30.57,81555.83
03/16/2020, 03:00:00,3.00,0.00,0.00,0.00,4.88,3.52,815.16,130.05,48.74,81516.17
03/16/2020, 04:00:00,4.00,0.00,0.00,0.00,6.17,2.84,815.13,120.51,63.00,81512.92
03/16/2020, 05:00:00,5.00,0.00,0.00,0.00,6.27,1.15,815.52,109.76,74.62,81552.33
03/16/2020, 06:00:00,6.00,0.11,0.00,0.11,6.63,2.51,815.90,98.41,84.78,81590.08
03/16/2020, 07:00:00,7.00,48.40,318.36,15.69,6.62,3.27,816.27,86.74,94.43,81627.08
03/16/2020, 08:00:00,8.00,247.62,817.32,40.28,7.17,3.13,816.93,75.50,104.37,81693.33
03/16/2020, 09:00:00,9.00,459.23,946.03,54.24,10.88,2.12,817.16,64.69,115.46,81716.00
03/16/2020, 10:00:00,10.00,559.08,628.16,204.95,12.44,2.79,817.10,54.93,128.67,81710.25
03/16/2020, 11:00:00,11.00,701.31,551.43,326.55,13.23,3.56,816.84,47.05,145.16,81684.00
03/16/2020, 12:00:00,12.00,648.70,425.77,331.54,13.47,2.90,816.47,42.21,165.41,81646.58
03/16/2020, 13:00:00,13.00,823.31,744.30,266.32,13.06,4.48,815.77,41.52,187.86,81577.33
03/16/2020, 14:00:00,14.00,830.98,895.57,200.07,11.85,4.76,815.00,45.16,209.08,81500.17
03/16/2020, 15:00:00,15.00,569.87,670.76,154.49,10.59,4.51,814.79,52.22,226.76,81478.83
03/16/2020, 16:00:00,16.00,268.00,188.63,169.81,9.53,3.60,815.13,61.50,240.90,81512.50
03/16/2020, 17:00:00,17.00,102.66,1.50,102.26,8.14,3.52,815.63,72.04,252.53,81562.92
03/16/2020, 18:00:00,18.00,41.13,0.48,41.10,7.24,3.41,816.43,83.19,262.75,81642.83
03/16/2020, 19:00:00,19.00,0.18,0.00,0.18,6.03,2.70,817.21,94.69,272.42,81720.83
03/16/2020, 20:00:00,20.00,0.00,0.00,0.00,4.95,2.69,818.19,106.19,282.37,81819.25
03/16/2020, 21:00:00,21.00,0.00,0.00,0.00,2.98,3.22,818.70,117.14,293.47,81870.25
03/16/2020, 22:00:00,22.00,0.00,0.00,0.00,1.99,2.31,818.78,127.08,306.80,81878.08
03/16/2020, 23:00:00,23.00,0.00,0.00,0.00,1.59,1.57,818.54,135.19,323.65,81853.92
03/17/2020, 00:00:00,0.00,0.00,0.00,0.00,1.61,1.45,817.90,140.20,344.72,81790.17
03/17/2020, 01:00:00,1.00,0.00,0.00,0.00,1.47,1.74,817.22,140.89,62.31,81722.00
03/17/2020, 02:00:00,2.00,0.00,0.00,0.00,1.50,1.77,816.62,137.03,30.44,81661.58
03/17/2020, 03:00:00,3.00,0.00,0.00,0.00,1.56,1.30,815.65,129.69,48.52,81565.17
03/17/2020, 04:00:00,4.00,0.00,0.00,0.00,1.72,0.94,814.89,120.17,62.75,81489.42
03/17/2020, 05:00:00,5.00,0.00,0.00,0.00,1.71,1.08,814.50,109.44,74.36,81450.33
03/17/2020, 06:00:00,6.00,0.00,0.00,0.00,1.77,0.91,814.08,98.09,84.53,81407.83
03/17/2020, 07:00:00,7.00,3.80,1.88,3.69,1.66,2.27,813.80,86.43,94.18,81379.75
03/17/2020, 08:00:00,8.00,25.21,0.31,25.14,1.44,1.56,813.57,75.19,104.11,81356.92
03/17/2020, 09:00:00,9.00,116.20,0.60,115.92,1.67,1.75,813.18,64.36,115.20,81317.83
03/17/2020, 10:00:00,10.00,164.22,0.43,163.98,1.96,1.62,812.77,54.57,128.45,81277.08
03/17/2020, 11:00:00,11.00,266.89,0.41,266.61,3.40,1.23,811.98,46.67,145.02,81198.08
03/17/2020, 12:00:00,12.00,585.99,281.58,373.88,5.19,1.34,811.17,41.81,165.41,81117.00
03/17/2020, 13:00:00,13.00,771.96,670.06,267.02,7.16,1.87,810.16,41.13,188.03,81015.75
03/17/2020, 14:00:00,14.00,657.52,501.88,306.49,8.57,2.04,809.31,44.82,209.39,80930.92
03/17/2020, 15:00:00,15.00,287.79,127.74,203.83,9.96,1.28,808.82,51.94,227.12,80882.00
03/17/2020, 16:00:00,16.00,196.56,12.00,190.53,10.00,1.32,808.83,61.26,241.25,80882.92
03/17/2020, 17:00:00,17.00,87.81,0.00,87.81,9.69,1.53,808.93,71.83,252.89,80892.58
03/17/2020, 18:00:00,18.00,32.40,37.43,29.04,9.51,1.61,809.02,83.00,263.09,80901.58
03/17/2020, 19:00:00,19.00,0.77,0.00,0.77,10.37,3.57,808.78,94.49,272.78,80878.17
03/17/2020, 20:00:00,20.00,0.00,0.00,0.00,7.98,2.01,809.32,105.98,282.73,80932.17
03/17/2020, 21:00:00,21.00,0.00,0.00,0.00,7.53,1.57,809.64,116.91,293.84,80963.67
03/17/2020, 22:00:00,22.00,0.00,0.00,0.00,8.01,1.95,809.72,126.82,307.17,80972.08
03/17/2020, 23:00:00,23.00,0.00,0.00,0.00,7.36,1.02,809.79,134.86,324.00,80978.83
03/18/2020, 00:00:00,0.00,0.00,0.00,0.00,5.51,0.92,809.71,139.83,344.96,80970.83
03/18/2020, 01:00:00,1.00,0.00,0.00,0.00,5.89,1.17,809.61,140.49,59.35,80960.83
03/18/2020, 02:00:00,2.00,0.00,0.00,0.00,6.52,2.37,809.52,136.64,30.32,80951.50
03/18/2020, 03:00:00,3.00,0.00,0.00,0.00,5.24,1.56,809.49,129.33,48.31,80948.92
03/18/2020, 04:00:00,4.00,0.00,0.00,0.00,5.72,2.31,809.42,119.83,62.50,80941.92
03/18/2020, 05:00:00,5.00,0.00,0.00,0.00,4.58,1.60,809.53,109.12,74.10,80952.75
03/18/2020, 06:00:00,6.00,0.09,0.00,0.09,5.11,3.28,809.74,97.77,84.27,80973.50
03/18/2020, 07:00:00,7.00,55.61,356.27,16.93,5.66,4.06,809.69,86.12,93.92,80969.33
03/18/2020, 08:00:00,8.00,258.45,826.02,40.30,8.19,3.07,809.75,74.87,103.86,80975.17
03/18/2020, 09:00:00,9.00,468.02,948.46,52.17,11.21,1.18,809.99,64.03,114.96,80998.92
03/18/2020, 10:00:00,10.00,643.42,998.90,59.53,12.56,1.67,809.94,54.21,128.24,80993.75
03/18/2020, 11:00:00,11.00,779.69,1005.60,85.59,13.72,2.40,809.25,46.28,144.86,80924.83
03/18/2020, 12:00:00,12.00,660.77,514.25,273.57,15.31,2.14,808.18,41.41,165.39,80818.42
03/18/2020, 13:00:00,13.00,776.53,514.36,386.20,16.69,3.73,807.60,40.75,188.20,80760.42
03/18/2020, 14:00:00,14.00,537.38,222.47,377.12,15.89,3.70,806.39,44.48,209.69,80639.00
03/18/2020, 15:00:00,15.00,409.18,135.34,325.50,14.93,3.70,805.70,51.65,227.47,80570.17
03/18/2020, 16:00:00,16.00,194.30,23.19,181.88,14.30,4.03,805.46,61.01,241.63,80546.08
03/18/2020, 17:00:00,17.00,62.04,0.04,62.03,12.82,4.34,805.61,71.62,253.25,80560.92
03/18/2020, 18:00:00,18.00,23.78,0.70,23.73,12.18,4.81,805.65,82.80,263.45,80564.50
03/18/2020, 19:00:00,19.00,0.29,0.01,0.29,10.65,4.42,805.78,94.29,273.12,80578.25
03/18/2020, 20:00:00,20.00,0.00,0.00,0.00,8.60,4.66,806.39,105.78,283.09,80639.17
03/18/2020, 21:00:00,21.00,0.00,0.00,0.00,6.70,5.73,807.29,116.68,294.20,80728.92
03/18/2020, 22:00:00,22.00,0.00,0.00,0.00,5.22,4.82,807.60,126.55,307.55,80759.50
03/18/2020, 23:00:00,23.00,0.00,0.00,0.00,4.65,4.36,807.35,134.55,324.33,80734.75
03/19/2020, 00:00:00,0.00,0.00,0.00,0.00,3.82,3.18,807.36,139.46,345.19,80736.25
03/19/2020, 01:00:00,1.00,0.00,0.00,0.00,3.26,3.36,807.08,140.09,59.40,80707.92
03/19/2020, 02:00:00,2.00,0.00,0.00,0.00,2.75,3.89,806.37,136.25,30.19,80637.17
03/19/2020, 03:00:00,3.00,0.00,0.00,0.00,2.43,3.38,805.36,128.96,48.09,80536.33
03/19/2020, 04:00:00,4.00,0.00,0.00,0.00,2.29,5.11,805.27,119.49,62.25,80527.25
03/19/2020, 05:00:00,5.00,0.00,0.00,0.00,1.90,3.07,804.27,108.80,73.84,80426.83
03/19/2020, 06:00:00,6.00,0.00,0.00,0.00,1.27,5.00,803.70,97.46,84.01,80369.92
03/19/2020, 07:00:00,7.00,4.92,2.53,4.80,0.95,3.15,803.63,85.81,93.67,80363.33
03/19/2020, 08:00:00,8.00,15.44,0.55,15.30,0.26,3.01,803.68,74.55,103.61,80367.92
03/19/2020, 09:00:00,9.00,34.43,0.01,34.43,0.18,3.86,803.89,63.69,114.70,80389.08
03/19/2020, 10:00:00,10.00,57.09,0.02,57.08,0.00,5.58,804.79,53.86,128.01,80478.83
03/19/2020, 11:00:00,11.00,255.28,0.15,255.17,0.17,5.94,805.55,45.89,144.71,80555.08
03/19/2020, 12:00:00,12.00,149.30,0.03,149.27,0.19,5.53,806.59,41.01,165.39,80659.00
03/19/2020, 13:00:00,13.00,141.81,0.06,141.76,-0.30,6.93,808.43,40.37,188.38,80843.42
03/19/2020, 14:00:00,14.00,137.50,0.00,137.50,-0.90,5.86,810.24,44.15,210.01,81023.67
03/19/2020, 15:00:00,15.00,146.28,0.03,146.26,-1.20,5.48,811.96,51.37,227.84,81195.75
03/19/2020, 16:00:00,16.00,152.38,0.01,152.37,-1.63,6.32,813.88,60.77,242.00,81387.92
03/19/2020, 17:00:00,17.00,134.61,0.02,134.60,-1.75,5.48,815.47,71.40,253.61,81547.08
03/19/2020, 18:00:00,18.00,46.10,0.58,46.07,-1.80,4.44,816.86,82.60,263.80,81685.83
03/19/2020, 19:00:00,19.00,0.59,0.00,0.59,-2.19,8.58,817.99,94.09,273.48,81798.67
03/19/2020, 20:00:00,20.00,0.00,0.00,0.00,-3.34,11.40,819.30,105.57,283.45,81930.25
03/19/2020, 21:00:00,21.00,0.00,0.00,0.00,-4.11,6.40,820.58,116.44,294.57,82058.25
03/19/2020, 22:00:00,22.00,0.00,0.00,0.00,-4.58,3.21,821.30,126.28,307.91,82129.50
03/19/2020, 23:00:00,23.00,0.00,0.00,0.00,-5.08,1.88,821.67,134.24,324.68,82167.33
03/20/2020, 00:00:00,0.00,0.00,0.00,0.00,-5.17,1.41,821.77,139.08,345.41,82177.17
03/20/2020, 01:00:00,1.00,0.00,0.00,0.00,-5.44,2.58,822.01,139.69,56.45,82200.75
03/20/2020, 02:00:00,2.00,0.00,0.00,0.00,-5.70,1.98,822.15,135.87,30.07,82215.00
03/20/2020, 03:00:00,3.00,0.00,0.00,0.00,-5.78,1.58,821.78,128.59,47.88,82177.75
03/20/2020, 04:00:00,4.00,0.00,0.00,0.00,-5.83,1.50,821.53,119.15,62.00,82152.75
03/20/2020, 05:00:00,5.00,0.00,0.00,0.00,-6.10,1.47,821.66,108.48,73.59,82165.67
03/20/2020, 06:00:00,6.00,0.05,0.00,0.05,-6.67,2.62,821.87,97.15,83.76,82187.42
03/20/2020, 07:00:00,7.00,17.87,1.76,17.74,-7.26,2.00,822.00,85.50,93.41,82199.83
03/20/2020, 08:00:00,8.00,83.67,0.18,83.63,-6.91,1.22,822.09,74.24,103.35,82209.00
03/20/2020, 09:00:00,9.00,179.01,0.00,179.01,-6.42,1.49,822.06,63.36,114.46,82206.33
03/20/2020, 10:00:00,10.00,219.51,0.00,219.51,-6.45,1.54,822.41,53.50,127.79,82241.25
03/20/2020, 11:00:00,11.00,338.61,0.00,338.61,-6.12,1.73,822.31,45.51,144.57,82230.58
03/20/2020, 12:00:00,12.00,362.88,0.00,362.88,-5.80,1.99,821.89,40.61,165.39,82189.00
03/20/2020, 13:00:00,13.00,464.79,0.09,464.72,-5.96,3.09,821.37,39.98,188.56,82136.58
03/20/2020, 14:00:00,14.00,350.28,0.12,350.20,-6.29,3.31,820.63,43.81,210.32,82062.92
03/20/2020, 15:00:00,15.00,353.15,23.82,339.55,-6.58,3.01,819.94,51.09,228.21,81994.33
03/20/2020, 16:00:00,16.00,328.12,14.99,319.87,-5.96,2.00,819.61,60.53,242.35,81960.58
03/20/2020, 17:00:00,17.00,145.09,15.87,139.99,-5.64,1.05,819.41,71.19,253.97,81940.83
03/20/2020, 18:00:00,18.00,33.99,1.41,33.87,-5.96,1.00,819.68,82.41,264.15,81967.67
03/20/2020, 19:00:00,19.00,1.58,0.00,1.58,-6.12,0.85,819.69,93.89,273.83,81969.25
03/20/2020, 20:00:00,20.00,0.00,0.00,0.00,-5.71,1.10,819.59,105.36,283.80,81958.92
03/20/2020, 21:00:00,21.00,0.00,0.00,0.00,-5.51,1.98,819.68,116.21,294.95,81967.75
03/20/2020, 22:00:00,22.00,0.00,0.00,0.00,-5.78,0.98,819.60,126.01,308.29,81959.83
03/20/2020, 23:00:00,23.00,0.00,0.00,0.00,-6.03,1.30,819.17,133.90,325.01,81917.00
03/21/2020, 00:00:00,0.00,0.00,0.00,0.00,-6.77,1.47,818.77,138.72,345.64,81876.58
03/21/2020, 01:00:00,1.00,0.00,0.00,0.00,-5.89,2.54,818.30,139.29,56.49,81830.17
03/21/2020, 02:00:00,2.00,0.00,0.00,0.00,-4.90,3.60,817.91,135.48,29.96,81791.00
03/21/2020, 03:00:00,3.00,0.00,0.00,0.00,-2.92,4.40,817.30,128.23,47.68,81729.83
03/21/2020, 04:00:00,4.00,0.00,0.00,0.00,-1.86,7.48,817.01,118.82,61.76,81701.42
03/21/2020, 05:00:00,5.00,0.00,0.00,0.00,-0.63,3.88,817.40,108.15,73.34,81739.92
03/21/2020, 06:00:00,6.00,0.42,0.00,0.42,-1.06,4.07,817.64,96.84,83.50,81764.00
03/21/2020, 07:00:00,7.00,71.08,389.69,24.26,-0.33,1.39,818.30,85.19,93.15,81830.17
03/21/2020, 08:00:00,8.00,292.06,837.74,57.58,0.67,2.13,818.76,73.92,103.09,81876.25
03/21/2020, 09:00:00,9.00,513.58,953.81,80.53,2.53,1.77,818.82,63.02,114.20,81881.92
03/21/2020, 10:00:00,10.00,679.21,1003.51,77.51,4.01,1.94,818.64,53.14,127.56,81863.92
03/21/2020, 11:00:00,11.00,808.06,1028.00,83.03,6.43,1.64,818.30,45.12,144.41,81830.25
03/21/2020, 12:00:00,12.00,837.33,704.48,302.05,6.80,1.83,817.75,40.21,165.38,81774.75
