,Date,HOUR-MST,Avg Global Horizontal [W/m^2],Direct (beam) normal Irradiance (W/m2),Diffuse horizontal irradiance (W/m2),Dry bulb temperature (deg. C),Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa),hour,date2
4188,2020/03/23,13,508.1777,90.9851,437.9957,11.1058,1.8892,811.0292,38.8402,189.1333,81102.92, 13:00:00,2020/03/23 13:00:00
4189,2020/03/23,14,513.399,149.1059,408.0849,10.8808,2.3817,810.2092,42.813,211.295,81020.92, 14:00:00,2020/03/23 14:00:00
4190,2020/03/23,15,464.0407,133.014,375.3929,11.5442,1.5783,809.745,50.2532,229.325,80974.5, 15:00:00,2020/03/23 15:00:00
4191,2020/03/23,16,332.9705,180.7477,237.9533,11.7783,1.1667,809.245,59.8243,243.49,80924.5, 16:00:00,2020/03/23 16:00:00
4192,2020/03/23,17,78.6783,0.0,78.6783,10.735,2.3692,809.4133,70.5622,255.06,80941.33, 17:00:00,2020/03/23 17:00:00
4193,2020/03/23,18,18.2892,0.9913,18.2162,8.7,5.3175,810.1717,81.8298,265.215,81017.17, 18:00:00,2020/03/23 18:00:00
4194,2020/03/23,19,0.1111,1.3692,0.0794,5.4125,5.4992,810.7142,93.285,274.8833,81071.42, 19:00:00,2020/03/23 19:00:00
4195,2020/03/23,20,0.0,0.0,0.0,5.5158,4.305,810.77,104.7367,284.87,81077.0, 20:00:00,2020/03/23 20:00:00
4196,2020/03/23,21,0.0,0.0,0.0,5.2525,3.5883,810.9092,115.5167,296.03,81090.92, 21:00:00,2020/03/23 21:00:00
4197,2020/03/23,22,0.0,0.0,0.0,5.125,1.7608,811.2217,125.1983,309.38,81122.17, 22:00:00,2020/03/23 22:00:00
4198,2020/03/23,23,0.0,0.0,0.0,4.1967,2.96,811.3133,132.9433,325.995,81131.33, 23:00:00,2020/03/23 23:00:00
4199,2020/03/24,0,0.0,0.0,0.0,4.0817,2.9808,811.3492,137.6017,346.2933,81134.92, 0:00:00,2020/03/24 0:00:00
4200,2020/03/24,1,0.0,0.0,0.0,4.1542,2.7783,811.3575,138.0917,50.628,81135.75, 1:00:00,2020/03/24 1:00:00
4201,2020/03/24,2,0.0,0.0,0.0,4.6142,3.4125,811.2442,134.2983,29.6163,81124.42, 2:00:00,2020/03/24 2:00:00
4202,2020/03/24,3,0.0,0.0,0.0,4.2867,3.12,811.1675,127.1283,47.0678,81116.75, 3:00:00,2020/03/24 3:00:00
4203,2020/03/24,4,0.0,0.0,0.0,4.7783,3.905,811.2575,117.7883,61.0445,81125.75, 4:00:00,2020/03/24 4:00:00
4204,2020/03/24,5,0.0,0.0,0.0,4.9625,3.4125,811.5433,107.1883,72.5842,81154.33, 5:00:00,2020/03/24 5:00:00
4205,2020/03/24,6,0.7458,0.0,0.7458,4.4175,3.0067,811.9158,95.8667,82.7382,81191.58, 6:00:00,2020/03/24 6:00:00
4206,2020/03/24,7,93.6278,476.9384,33.3279,5.0575,2.0075,812.3958,84.2838,92.3883,81239.58, 7:00:00,2020/03/24 7:00:00
4207,2020/03/24,8,295.4031,844.1907,46.2597,6.8167,3.2842,812.6542,72.9713,102.3217,81265.42, 8:00:00,2020/03/24 8:00:00
4208,2020/03/24,9,504.2093,948.2944,59.1736,9.785,2.8975,812.7425,62.0248,113.46,81274.25, 9:00:00,2020/03/24 9:00:00
4209,2020/03/24,10,681.1551,1001.8009,65.5506,11.2192,2.5842,812.7167,52.0673,126.88,81271.67, 10:00:00,2020/03/24 10:00:00
4210,2020/03/24,11,698.2373,827.0758,107.0345,12.0775,4.2683,812.4367,43.9683,143.945,81243.67, 11:00:00,2020/03/24 11:00:00
4211,2020/03/24,12,826.1943,925.3506,105.4376,12.9958,3.5617,811.8442,39.0125,165.3683,81184.42, 12:00:00,2020/03/24 12:00:00
4212,2020/03/24,13,865.6298,978.9211,98.8332,14.2658,2.165,811.4,38.4603,189.3283,81140.0, 13:00:00,2020/03/24 13:00:00
4213,2020/03/24,14,794.3084,967.2531,79.9044,14.7592,2.3117,810.755,42.4837,211.625,81075.5, 14:00:00,2020/03/24 14:00:00
4214,2020/03/24,15,686.5713,958.052,72.997,14.9633,2.8383,810.2617,49.9778,229.7,81026.17, 15:00:00,2020/03/24 15:00:00
4215,2020/03/24,16,547.5639,958.7916,62.144,14.8317,3.2933,809.9133,59.5907,243.855,80991.33, 16:00:00,2020/03/24 16:00:00
4216,2020/03/24,17,290.8626,659.7083,59.981,14.3775,2.5842,809.6558,70.3557,255.42,80965.58, 17:00:00,2020/03/24 17:00:00
4217,2020/03/24,18,117.5466,517.1153,38.9915,13.3983,2.5408,809.8767,81.6352,265.57,80987.67, 18:00:00,2020/03/24 18:00:00
4218,2020/03/24,19,1.9306,0.03,1.9293,11.9483,1.9517,809.8825,93.0883,275.2367,80988.25, 19:00:00,2020/03/24 19:00:00
4219,2020/03/24,20,0.0,0.0,0.0,10.5542,2.135,810.4858,104.5283,285.2267,81048.58, 20:00:00,2020/03/24 20:00:00
4220,2020/03/24,21,0.0,0.0,0.0,8.5158,3.5675,810.6283,115.2867,296.3883,81062.83, 21:00:00,2020/03/24 21:00:00
4221,2020/03/24,22,0.0007,0.0,0.0007,8.1642,3.0933,810.105,124.9283,309.735,81010.5, 22:00:00,2020/03/24 22:00:00
4222,2020/03/24,23,0.0,0.0,0.0,7.5958,2.9283,809.3858,132.6167,326.3133,80938.58, 23:00:00,2020/03/24 23:00:00
4223,2020/03/25,0,0.0,0.0,0.0,7.7758,3.4742,808.6917,137.225,346.5083,80869.17, 0:00:00,2020/03/25 0:00:00
4224,2020/03/25,1,0.0007,0.0,0.0007,7.7833,3.5758,808.3533,137.6917,47.6731,80835.33, 1:00:00,2020/03/25 1:00:00
4225,2020/03/25,2,0.0,0.0,0.0,7.1217,2.5183,807.7217,133.905,29.5083,80772.17, 2:00:00,2020/03/25 2:00:00
4226,2020/03/25,3,0.0,0.0,0.0,6.855,3.9883,807.0717,126.7583,46.8702,80707.17, 3:00:00,2020/03/25 3:00:00
4227,2020/03/25,4,0.0,0.0,0.0,6.9442,3.96,806.82,117.4433,60.8097,80682.0, 4:00:00,2020/03/25 4:00:00
4228,2020/03/25,5,0.0007,0.0,0.0007,6.5317,3.5,806.8617,106.8667,72.336,80686.17, 5:00:00,2020/03/25 5:00:00
4229,2020/03/25,6,1.005,0.0,1.005,6.2575,2.1008,807.1158,95.545,82.4817,80711.58, 6:00:00,2020/03/25 6:00:00
4230,2020/03/25,7,104.3167,473.6523,43.574,6.9108,2.11,807.39,83.9905,92.13,80739.0, 7:00:00,2020/03/25 7:00:00
4231,2020/03/25,8,298.569,741.6137,78.2675,9.3942,1.6967,807.8208,72.6562,102.0717,80782.08, 8:00:00,2020/03/25 8:00:00
4232,2020/03/25,9,483.712,838.6775,83.611,12.1525,2.2258,807.8258,61.6947,113.19,80782.58, 9:00:00,2020/03/25 9:00:00
4233,2020/03/25,10,603.2707,744.0799,145.2041,13.0758,3.6042,807.5633,51.7117,126.645,80756.33, 10:00:00,2020/03/25 10:00:00
4234,2020/03/25,11,800.3799,901.1948,147.8764,14.2025,3.1075,807.3083,43.5842,143.7867,80730.83, 11:00:00,2020/03/25 11:00:00
4235,2020/03/25,12,857.9011,838.0122,202.7107,15.3708,2.2742,807.0292,38.6147,165.3617,80702.92, 12:00:00,2020/03/25 12:00:00
4236,2020/03/25,13,774.5103,658.7423,256.5771,16.2792,3.9658,806.5017,38.0822,189.525,80650.17, 13:00:00,2020/03/25 13:00:00
4237,2020/03/25,14,878.044,1004.8995,133.9481,16.7767,4.9958,805.9967,42.1558,211.9617,80599.67, 14:00:00,2020/03/25 14:00:00
4238,2020/03/25,15,730.1089999999999,889.5656,154.5805,16.9983,6.6325,805.815,49.7048,230.0833,80581.5, 15:00:00,2020/03/25 15:00:00
4239,2020/03/25,16,500.1241,586.2197,196.6999,16.7567,5.9717,805.85,59.3602,244.2433,80585.0, 16:00:00,2020/03/25 16:00:00
4240,2020/03/25,17,309.355,451.3799,152.8155,16.2683,5.8608,805.72,70.1502,255.785,80572.0, 17:00:00,2020/03/25 17:00:00
4241,2020/03/25,18,86.4087,78.9973,68.7091,15.0,5.3058,806.1358,81.4465,265.9233,80613.58, 18:00:00,2020/03/25 18:00:00
4242,2020/03/25,19,2.5135,0.0847,2.5097,12.9867,3.225,806.7383,92.89,275.5833,80673.83, 19:00:00,2020/03/25 19:00:00
4243,2020/03/25,20,0.0,0.0,0.0,11.7883,4.7408,806.8275,104.3217,285.5767,80682.75, 20:00:00,2020/03/25 20:00:00
4244,2020/03/25,21,0.0,0.0,0.0,9.6317,3.26,807.1908,115.0517,296.76,80719.08, 21:00:00,2020/03/25 21:00:00
4245,2020/03/25,22,0.0,0.0,0.0,8.8567,3.3042,807.1158,124.655,310.0917,80711.58, 22:00:00,2020/03/25 22:00:00
4246,2020/03/25,23,0.0,0.0,0.0,7.5467,3.4008,806.9642,132.305,326.625,80696.42, 23:00:00,2020/03/25 23:00:00
4247,2020/03/26,0,0.0,0.0,0.0,6.3842,3.965,806.5025,136.855,346.7167,80650.25, 0:00:00,2020/03/26 0:00:00
4248,2020/03/26,1,0.0007,0.0,0.0007,5.6533,2.5175,806.265,137.2933,47.7162,80626.5, 1:00:00,2020/03/26 1:00:00
4249,2020/03/26,2,0.0,0.0,0.0,4.4292,2.375,805.6767,133.51,29.4002,80567.67, 2:00:00,2020/03/26 2:00:00
4250,2020/03/26,3,0.0,0.0,0.0,3.4008,2.075,805.2725,126.3933,46.6747,80527.25, 3:00:00,2020/03/26 3:00:00
4251,2020/03/26,4,0.0,0.0,0.0,2.4,2.95,805.1508,117.1017,60.5768,80515.08, 4:00:00,2020/03/26 4:00:00
4252,2020/03/26,5,0.0,0.0,0.0,1.9833,2.6408,805.2567,106.54,72.0898,80525.67, 5:00:00,2020/03/26 5:00:00
4253,2020/03/26,6,1.3109,0.0,1.3109,1.5933,2.2625,805.4425,95.225,82.2342,80544.25, 6:00:00,2020/03/26 6:00:00
4254,2020/03/26,7,98.2026,470.9466,35.7077,1.8875,1.8842,805.6817,83.6892,91.87,80568.17, 7:00:00,2020/03/26 7:00:00
4255,2020/03/26,8,296.6657,759.3244,63.8998,4.9758,0.7967,805.8217,72.3417,101.81,80582.17, 8:00:00,2020/03/26 8:00:00
4256,2020/03/26,9,471.8458,765.2133,111.2302,5.8475,1.5025,805.675,61.3637,112.94,80567.5, 9:00:00,2020/03/26 9:00:00
4257,2020/03/26,10,658.5214,875.0822,111.162,6.2192,2.0858,805.3958,51.3572,126.4133,80539.58, 10:00:00,2020/03/26 10:00:00
4258,2020/03/26,11,815.15,998.2353,87.9134,6.8492,2.8875,805.165,43.202,143.6267,80516.5, 11:00:00,2020/03/26 11:00:00
4259,2020/03/26,12,791.3055,800.8481,162.2201,6.0417,3.33,804.9008,38.216,165.3617,80490.08, 12:00:00,2020/03/26 12:00:00
4260,2020/03/26,13,883.8369,973.0187,114.0614,6.4233,2.9433,804.49,37.705,189.7167,80449.0, 13:00:00,2020/03/26 13:00:00
4261,2020/03/26,14,825.095,966.8243,104.9608,7.1425,2.6758,803.9833,41.8308,212.3,80398.33, 14:00:00,2020/03/26 14:00:00
4262,2020/03/26,15,711.0998,956.8681,89.353,7.6367,2.2033,803.8092,49.4337,230.4683,80380.92, 15:00:00,2020/03/26 15:00:00
4263,2020/03/26,16,545.7057,901.2043,82.74700000000001,8.5233,1.8675,803.7858,59.1298,244.625,80378.58, 16:00:00,2020/03/26 16:00:00
4264,2020/03/26,17,333.6208,755.8297,72.9946,8.7083,1.7133,803.97,69.9455,256.1483,80397.0, 17:00:00,2020/03/26 17:00:00
4265,2020/03/26,18,117.6031,432.064,42.3241,8.5258,1.5325,804.3233,81.2543,266.275,80432.33, 18:00:00,2020/03/26 18:00:00
4266,2020/03/26,19,2.5048,0.0512,2.5023,6.935,1.9675,804.8767,92.6917,275.9367,80487.67, 19:00:00,2020/03/26 19:00:00
4267,2020/03/26,20,0.0,0.0,0.0,7.1233,1.6608,805.6533,104.1133,285.9367,80565.33, 20:00:00,2020/03/26 20:00:00
4268,2020/03/26,21,0.0,0.0,0.0,6.7575,2.02,806.1817,114.8183,297.1033,80618.17, 21:00:00,2020/03/26 21:00:00
4269,2020/03/26,22,0.0,0.0,0.0,6.1733,1.6992,806.64,124.3733,310.4417,80664.0, 22:00:00,2020/03/26 22:00:00
4270,2020/03/26,23,0.0,0.0,0.0,5.7908,1.3342,806.6242,131.98,326.9367,80662.42, 23:00:00,2020/03/26 23:00:00
4271,2020/03/27,0,0.0,0.0,0.0,5.4217,1.2592,806.5117,136.4833,346.9283,80651.17, 0:00:00,2020/03/27 0:00:00
4272,2020/03/27,1,0.0,0.0,0.0,4.9333,0.905,806.1967,136.895,44.7587,80619.67, 1:00:00,2020/03/27 1:00:00
4273,2020/03/27,2,0.0,0.0,0.0,4.7917,1.3208,805.8442,133.1183,29.2958,80584.42, 2:00:00,2020/03/27 2:00:00
4274,2020/03/27,3,0.0,0.0,0.0,4.335,1.5942,805.4967,126.025,46.4825,80549.67, 3:00:00,2020/03/27 3:00:00
4275,2020/03/27,4,0.0,0.0,0.0,2.3083,3.6092,805.4308,116.7617,60.3465,80543.08, 4:00:00,2020/03/27 4:00:00
4276,2020/03/27,5,0.0,0.0,0.0,0.9233,2.1775,805.9492,106.2217,71.8448,80594.92, 5:00:00,2020/03/27 5:00:00
4277,2020/03/27,6,0.0263,1.4282,0.0104,1.1133,1.98,806.1533,94.9,81.98200000000001,80615.33, 6:00:00,2020/03/27 6:00:00
4278,2020/03/27,7,11.4074,2.2775,11.2008,0.1992,2.8358,806.4575,83.3855,91.62,80645.75, 7:00:00,2020/03/27 7:00:00
4279,2020/03/27,8,27.6061,0.2696,27.5315,-0.4717,2.4192,806.6867,72.0283,101.5517,80668.67, 8:00:00,2020/03/27 8:00:00
4280,2020/03/27,9,63.7424,0.2128,63.6333,-0.2942,1.7092,806.5683,61.0348,112.6833,80656.83, 9:00:00,2020/03/27 9:00:00
4281,2020/03/27,10,149.5215,0.0907,149.468,0.5783,1.51,806.2008,51.0042,126.1767,80620.08, 10:00:00,2020/03/27 10:00:00
4282,2020/03/27,11,146.9296,0.1244,146.8363,1.2492,1.5242,805.65,42.8208,143.4717,80565.0, 11:00:00,2020/03/27 11:00:00
4283,2020/03/27,12,141.5899,0.0995,141.5116,1.7092,1.605,804.8067,37.82,165.36,80480.67, 12:00:00,2020/03/27 12:00:00
4284,2020/03/27,13,121.4907,0.0087,121.4838,2.26,1.76,804.1283,37.3297,189.9367,80412.83, 13:00:00,2020/03/27 13:00:00
4285,2020/03/27,14,86.4026,0.037000000000000005,86.3743,1.9183,2.7192,803.4967,41.5062,212.6467,80349.67, 14:00:00,2020/03/27 14:00:00
4286,2020/03/27,15,100.4688,0.1093,100.4009,1.8342,2.2233,803.1767,49.1647,230.855,80317.67, 15:00:00,2020/03/27 15:00:00
4287,2020/03/27,16,97.7663,0.2177,97.666,1.9242,2.4917,803.1725,58.9018,245.005,80317.25, 16:00:00,2020/03/27 16:00:00
4288,2020/03/27,17,123.5823,10.8501,119.5964,1.7225,3.5458,803.5617,69.7425,256.5183,80356.17, 17:00:00,2020/03/27 17:00:00
4289,2020/03/27,18,7.7885,0.9805,7.6644,0.7142,3.4317,804.5667,81.0647,266.6283,80456.67, 18:00:00,2020/03/27 18:00:00
4290,2020/03/27,19,0.0376,0.5001,0.0134,-0.13,5.6983,805.245,92.4933,276.2817,80524.5, 19:00:00,2020/03/27 19:00:00
4291,2020/03/27,20,0.0,0.0,0.0,-0.4267,7.4375,805.6683,103.905,286.28,80566.83, 20:00:00,2020/03/27 20:00:00
4292,2020/03/27,21,0.0,0.0,0.0,-0.5708,6.795,806.3092,114.5833,297.4683,80630.92, 21:00:00,2020/03/27 21:00:00
4293,2020/03/27,22,0.0,0.0,0.0,-0.8175,6.3358,806.3142,124.11,310.7917,80631.42, 22:00:00,2020/03/27 22:00:00
4294,2020/03/27,23,0.0,0.0,0.0,-1.2717,5.6692,806.1675,131.6467,327.2517,80616.75, 23:00:00,2020/03/27 23:00:00
4295,2020/03/28,0,0.0,0.0,0.0,-1.4858,6.2,806.1633,136.1117,347.1233,80616.33, 0:00:00,2020/03/28 0:00:00
4296,2020/03/28,1,0.0,0.0,0.0,-1.5883,6.0933,805.875,136.505,41.802,80587.5, 1:00:00,2020/03/28 1:00:00
4297,2020/03/28,2,0.0,0.0,0.0,-0.89,3.9908,805.5383,132.7267,29.1922,80553.83, 2:00:00,2020/03/28 2:00:00
4298,2020/03/28,3,0.0,0.0,0.0,-0.3083,7.3642,805.22,125.6617,46.292,80522.0, 3:00:00,2020/03/28 3:00:00
4299,2020/03/28,4,0.0,0.0,0.0,-0.565,8.1658,805.5692,116.4233,60.1177,80556.92, 4:00:00,2020/03/28 4:00:00
4300,2020/03/28,5,0.0,0.0,0.0,-0.5992,6.5367,806.5675,105.8983,71.6017,80656.75, 5:00:00,2020/03/28 5:00:00
4301,2020/03/28,6,1.0527,0.0,1.0527,-0.3825,8.5617,807.13,94.5883,81.729,80713.0, 6:00:00,2020/03/28 6:00:00
4302,2020/03/28,7,77.6414,249.5677,32.6089,-0.7417,5.6833,808.0358,83.0833,91.365,80803.58, 7:00:00,2020/03/28 7:00:00
4303,2020/03/28,8,332.5565,845.6325,64.9696,0.0983,6.33,808.5333,71.7153,101.295,80853.33, 8:00:00,2020/03/28 8:00:00
4304,2020/03/28,9,552.9374,960.1992,82.8752,1.38,5.0858,808.7967,60.7067,112.4233,80879.67, 9:00:00,2020/03/28 9:00:00
4305,2020/03/28,10,697.6557,914.9499,119.4821,2.3892,8.0083,808.8558,50.6518,125.9467,80885.58, 10:00:00,2020/03/28 10:00:00
4306,2020/03/28,11,881.3578,1039.2032,114.8803,3.19,10.2017,809.0992,42.4408,143.3133,80909.92, 11:00:00,2020/03/28 11:00:00
4307,2020/03/28,12,907.9426,1013.5262,103.0134,4.22,8.2458,809.7125,37.4247,165.36,80971.25, 12:00:00,2020/03/28 12:00:00
4308,2020/03/28,13,920.2781,1054.5672,77.6016,4.9758,9.6417,809.9317,36.9538,190.1317,80993.17, 13:00:00,2020/03/28 13:00:00
4309,2020/03/28,14,857.8814,1043.678,72.702,5.8733,8.0858,810.235,41.1843,212.9917,81023.5, 14:00:00,2020/03/28 14:00:00
4310,2020/03/28,15,741.2255,1023.127,69.0791,6.2617,9.2008,810.2967,48.897,231.2433,81029.67, 15:00:00,2020/03/28 15:00:00
4311,2020/03/28,16,575.6894,985.2878,63.5003,6.0925,9.815,810.7275,58.6752,245.3733,81072.75, 16:00:00,2020/03/28 16:00:00
4312,2020/03/28,17,371.4722,905.927,53.6464,6.085,7.5375,811.4675,69.5407,256.88,81146.75, 17:00:00,2020/03/28 17:00:00
4313,2020/03/28,18,99.3598,453.6312,27.4878,5.135,4.8408,812.2983,80.8758,266.9833,81229.83, 18:00:00,2020/03/28 18:00:00
4314,2020/03/28,19,3.1749,6.3783,2.806,4.1733,4.2217,812.77,92.2933,276.6333,81277.0, 19:00:00,2020/03/28 19:00:00
4315,2020/03/28,20,0.0,0.0,0.0,3.5658,3.9442,813.2783,103.695,286.635,81327.83, 20:00:00,2020/03/28 20:00:00
4316,2020/03/28,21,0.0,0.0,0.0,3.68,5.9917,813.5325,114.3517,297.8117,81353.25, 21:00:00,2020/03/28 21:00:00
4317,2020/03/28,22,0.0,0.0,0.0,3.4733,6.565,813.8117,123.835,311.1383,81381.17, 22:00:00,2020/03/28 22:00:00
4318,2020/03/28,23,0.0,0.0,0.0,3.4675,7.3175,814.0367,131.33,327.5667,81403.67, 23:00:00,2020/03/28 23:00:00
4319,2020/03/29,0,0.0,0.0,0.0,3.0442,4.4567,814.5883,135.745,347.33,81458.83, 0:00:00,2020/03/29 0:00:00
4320,2020/03/29,1,0.0,0.0,0.0,2.5625,3.63,814.6542,136.1167,41.8424,81465.42, 1:00:00,2020/03/29 1:00:00
4321,2020/03/29,2,0.0,0.0,0.0,2.2117,5.7117,814.4033,132.3317,29.0887,81440.33, 2:00:00,2020/03/29 2:00:00
4322,2020/03/29,3,0.0,0.0,0.0,1.8383,5.5417,814.3275,125.2967,46.1042,81432.75, 3:00:00,2020/03/29 3:00:00
4323,2020/03/29,4,0.0,0.0,0.0,1.7567,5.1817,814.3317,116.08,59.89,81433.17, 4:00:00,2020/03/29 4:00:00
4324,2020/03/29,5,0.0,0.0,0.0,2.3083,5.2675,814.5533,105.5733,71.3598,81455.33, 5:00:00,2020/03/29 5:00:00
4325,2020/03/29,6,1.5614,2.1817,1.506,2.4192,3.8517,815.1108,94.2717,81.4852,81511.08, 6:00:00,2020/03/29 6:00:00
4326,2020/03/29,7,111.4275,530.5604,37.3434,2.7183,4.1675,815.8325,82.7812,91.1117,81583.25, 7:00:00,2020/03/29 7:00:00
4327,2020/03/29,8,216.8349,134.6672,179.321,3.6517,5.4567,816.0033,71.4035,101.0367,81600.33, 8:00:00,2020/03/29 8:00:00
4328,2020/03/29,9,315.8321,20.5715,306.7098,4.7633,4.8625,816.2267,60.3812,112.1733,81622.67, 9:00:00,2020/03/29 9:00:00
4329,2020/03/29,10,505.2486,249.1223,341.4855,6.025,4.6658,816.2042,50.3013,125.705,81620.42, 10:00:00,2020/03/29 10:00:00
4330,2020/03/29,11,736.3932,496.9123,367.3545,7.6917,3.6575,815.8733,42.0613,143.1383,81587.33, 11:00:00,2020/03/29 11:00:00
4331,2020/03/29,12,749.341,299.4769,512.2613,8.6692,2.8333,815.4542,37.03,165.3583,81545.42, 12:00:00,2020/03/29 12:00:00
4332,2020/03/29,13,544.6104,62.3529,495.0487,9.0133,2.0383,815.045,36.5803,190.3533,81504.5, 13:00:00,2020/03/29 13:00:00
4333,2020/03/29,14,828.9421,712.6149,295.7576,9.9608,1.7733,814.5433,40.8635,213.3417,81454.33, 14:00:00,2020/03/29 14:00:00
4334,2020/03/29,15,713.5857,775.9948,194.78599999999997,10.4283,2.1783,814.0475,48.632,231.6267,81404.75, 15:00:00,2020/03/29 15:00:00
4335,2020/03/29,16,431.496,393.5307,225.2408,10.0675,3.1833,813.89,58.4498,245.7633,81389.0, 16:00:00,2020/03/29 16:00:00
4336,2020/03/29,17,200.7958,138.4331,144.6262,9.3108,3.2567,813.8358,69.3397,257.245,81383.58, 17:00:00,2020/03/29 17:00:00
4337,2020/03/29,18,87.8521,34.4387,80.7152,8.9942,2.5242,813.9742,80.6837,267.3317,81397.42, 18:00:00,2020/03/29 18:00:00
4338,2020/03/29,19,3.1335,0.2278,3.1207,7.9117,1.955,814.1367,92.095,276.9767,81413.67, 19:00:00,2020/03/29 19:00:00
4339,2020/03/29,20,0.0,0.0,0.0,6.1617,2.5467,814.4808,103.4883,286.9767,81448.08, 20:00:00,2020/03/29 20:00:00
4340,2020/03/29,21,0.0,0.0,0.0,5.6125,2.6683,814.9033,114.1183,298.1717,81490.33, 21:00:00,2020/03/29 21:00:00
4341,2020/03/29,22,0.0,0.0,0.0,4.6767,4.1892,814.6067,123.5533,311.485,81460.67, 22:00:00,2020/03/29 22:00:00
4342,2020/03/29,23,0.0,0.0,0.0,4.6283,3.0875,814.1667,131.0117,327.8667,81416.67, 23:00:00,2020/03/29 23:00:00
4343,2020/03/30,0,0.0,0.0,0.0,4.5225,1.6542,813.9317,135.3733,347.525,81393.17, 0:00:00,2020/03/30 0:00:00
4344,2020/03/30,1,0.0,0.0,0.0,4.7667,3.0958,813.6217,135.72,38.8843,81362.17, 1:00:00,2020/03/30 1:00:00
4345,2020/03/30,2,0.0,0.0,0.0,4.3817,1.6967,813.4075,131.9567,28.9892,81340.75, 2:00:00,2020/03/30 2:00:00
4346,2020/03/30,3,0.0,0.0,0.0,3.8808,0.9692,813.1017,124.9283,45.918,81310.17, 3:00:00,2020/03/30 3:00:00
4347,2020/03/30,4,0.0,0.0,0.0,3.5767,2.7075,812.775,115.7367,59.6663,81277.5, 4:00:00,2020/03/30 4:00:00
4348,2020/03/30,5,0.0,0.0,0.0,2.7058,2.3358,812.6792,105.2517,71.118,81267.92, 5:00:00,2020/03/30 5:00:00
4349,2020/03/30,6,0.7728,0.0,0.7728,2.545,2.7783,812.6708,93.9567,81.2337,81267.08, 6:00:00,2020/03/30 6:00:00
4350,2020/03/30,7,72.5896,71.6096,63.0184,2.3325,1.0283,812.8733,82.4842,90.8567,81287.33, 7:00:00,2020/03/30 7:00:00
4351,2020/03/30,8,132.4438,2.3628,131.8177,2.93,0.9717,813.1692,71.095,100.7783,81316.92, 8:00:00,2020/03/30 8:00:00
4352,2020/03/30,9,196.1595,26.8495,181.2415,3.4667,1.4333,813.5442,60.0557,111.905,81354.42, 9:00:00,2020/03/30 9:00:00
4353,2020/03/30,10,573.7655,621.6386,163.1524,5.255,1.6133,814.0092,49.9527,125.4667,81400.92, 10:00:00,2020/03/30 10:00:00
4354,2020/03/30,11,803.1858,844.8707,174.8783,7.5775,1.7233,814.0192,41.6838,142.9667,81401.92, 11:00:00,2020/03/30 11:00:00
4355,2020/03/30,12,900.3404,797.7964,261.3153,9.3733,2.4125,813.9767,36.6368,165.3667,81397.67, 12:00:00,2020/03/30 12:00:00
4356,2020/03/30,13,871.9432,856.6231,179.1592,10.5767,2.9042,813.5867,36.2093,190.565,81358.67, 13:00:00,2020/03/30 13:00:00
4357,2020/03/30,14,296.8238,15.5574,284.8008,10.4125,2.6783,813.5267,40.545,213.6967,81352.67, 14:00:00,2020/03/30 14:00:00
4358,2020/03/30,15,447.8297,270.7498,273.7973,9.945,2.925,813.7208,48.3683,232.0217,81372.08, 15:00:00,2020/03/30 15:00:00
4359,2020/03/30,16,485.9709,599.7959,182.1736,10.7017,1.6458,813.9242,58.2277,246.1517,81392.42, 16:00:00,2020/03/30 16:00:00
4360,2020/03/30,17,354.0095,791.6669999999999,67.8589,10.94,1.3767,814.075,69.1402,257.6083,81407.5, 17:00:00,2020/03/30 17:00:00
4361,2020/03/30,18,91.2787,333.7461,38.4442,10.5133,7.0425,814.4192,80.4933,267.6817,81441.92, 18:00:00,2020/03/30 18:00:00
4362,2020/03/30,19,3.6135,0.1452,3.6060000000000003,8.9883,6.3183,815.0733,91.8983,277.32,81507.33, 19:00:00,2020/03/30 19:00:00
4363,2020/03/30,20,0.0,0.0,0.0,7.4058,4.4517,815.9567,103.28,287.325,81595.67, 20:00:00,2020/03/30 20:00:00
4364,2020/03/30,21,0.0,0.0,0.0,6.4133,2.0733,816.6167,113.8833,298.5067,81661.67, 21:00:00,2020/03/30 21:00:00
4365,2020/03/30,22,0.0,0.0,0.0,6.1117,2.265,816.64,123.285,311.8217,81664.0, 22:00:00,2020/03/30 22:00:00
4366,2020/03/30,23,0.0,0.0,0.0,5.7342,2.9775,816.4533,130.6883,328.1633,81645.33, 23:00:00,2020/03/30 23:00:00
4367,2020/03/31,0,0.0,0.0,0.0,5.8058,3.2783,815.9892,135.0017,347.7183,81598.92, 0:00:00,2020/03/31 0:00:00
4368,2020/03/31,1,0.0,0.0,0.0,5.4725,3.0433,815.7058,135.33,38.9249,81570.58, 1:00:00,2020/03/31 1:00:00
4369,2020/03/31,2,0.0,0.0,0.0,6.65,3.71,815.4383,131.5733,28.8887,81543.83, 2:00:00,2020/03/31 2:00:00
4370,2020/03/31,3,0.0,0.0,0.0,6.43,2.4458,815.5,124.565,45.7332,81550.0, 3:00:00,2020/03/31 3:00:00
4371,2020/03/31,4,0.0,0.0,0.0,6.9942,2.105,815.1933,115.4033,59.4422,81519.33, 4:00:00,2020/03/31 4:00:00
4372,2020/03/31,5,0.0,0.0,0.0,7.2017,2.3758,815.17,104.9333,70.8795,81517.0, 5:00:00,2020/03/31 5:00:00
