,Date,HOUR-MST,Avg Global Horizontal [W/m^2],Direct (beam) normal Irradiance (W/m2),Diffuse horizontal irradiance (W/m2),Dry bulb temperature (deg. C),Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa),hour,date2
677,2019/10/29,6,0.0,0.0,0.0,-8.2142,0.0,813.2342,101.2783,98.1867,81323.42, 6:00:00,2019/10/29 6:00:00
678,2019/10/29,7,10.7858,1.6007,10.6709,-9.9558,0.0,814.1075,89.9133,107.5933,81410.75, 7:00:00,2019/10/29 7:00:00
679,2019/10/29,8,73.9928,0.6571,73.907,-11.1017,0.0,815.2983,79.4023,117.6617,81529.83, 8:00:00,2019/10/29 8:00:00
680,2019/10/29,9,181.5671,0.2553,181.4868,-11.5733,0.0,816.0392,69.834,129.0767,81603.92, 9:00:00,2019/10/29 9:00:00
681,2019/10/29,10,250.4669,5.072,247.9745,-11.9033,0.0,816.3275,61.8188,142.4367,81632.75, 10:00:00,2019/10/29 10:00:00
682,2019/10/29,11,321.1921,2.8614,319.6232,-11.8758,0.0,816.6025,56.1193,158.105,81660.25, 11:00:00,2019/10/29 11:00:00
683,2019/10/29,12,369.7501,6.4655,365.8876,-12.0583,0.0,816.5033,53.5153,175.6617,81650.33, 12:00:00,2019/10/29 12:00:00
684,2019/10/29,13,328.0021,8.9134,322.7913,-11.9658,0.0,816.3133,54.4603,193.6233,81631.33, 13:00:00,2019/10/29 13:00:00
685,2019/10/29,14,267.2699,0.4817,267.0098,-12.1833,0.0,816.0458,58.7825,210.285,81604.58, 14:00:00,2019/10/29 14:00:00
686,2019/10/29,15,113.0635,0.0497,113.0419,-12.7617,0.0,816.2183,65.804,224.7333,81621.83, 15:00:00,2019/10/29 15:00:00
687,2019/10/29,16,71.9365,0.0824,71.9151,-13.1508,0.0,816.6292,74.7283,236.99,81662.92, 16:00:00,2019/10/29 16:00:00
688,2019/10/29,17,18.3356,1.2714,18.236,-13.4492,0.1575,817.2242,84.8172,247.5867,81722.42, 17:00:00,2019/10/29 17:00:00
689,2019/10/29,18,0.1653,0.0,0.1653,-13.6833,0.125,817.8792,95.88,257.205,81787.92, 18:00:00,2019/10/29 18:00:00
690,2019/10/29,19,0.0,0.0,0.0,-13.8442,0.0,818.2742,107.3467,266.51,81827.42, 19:00:00,2019/10/29 19:00:00
691,2019/10/29,20,0.0,0.0,0.0,-13.9342,0.0,818.5742,118.865,276.2767,81857.42, 20:00:00,2019/10/29 20:00:00
692,2019/10/29,21,0.0,0.0,0.0,-14.0808,0.3125,818.9792,130.1333,287.5883,81897.92, 21:00:00,2019/10/29 21:00:00
693,2019/10/29,22,0.0,0.0,0.0,-14.3825,0.0,819.3533,140.5767,302.2417,81935.33, 22:00:00,2019/10/29 22:00:00
694,2019/10/29,23,0.0,0.0,0.0,-14.665,0.4858,819.42,149.075,323.0933,81942.0, 23:00:00,2019/10/29 23:00:00
695,2019/10/30,0,0.0,0.0,0.0,-14.7108,0.1492,819.2967,153.49,259.2063,81929.67, 0:00:00,2019/10/30 0:00:00
696,2019/10/30,1,0.0,0.0,0.0,-14.9758,0.0,819.3483,151.8783,23.8888,81934.83, 1:00:00,2019/10/30 1:00:00
697,2019/10/30,2,0.0,0.0,0.0,-15.0,0.1458,819.4517,145.0417,48.7932,81945.17, 2:00:00,2019/10/30 2:00:00
698,2019/10/30,3,0.0,0.0,0.0,-15.1558,0.0,819.2042,135.355,66.0247,81920.42, 3:00:00,2019/10/30 3:00:00
699,2019/10/30,4,0.0,0.0,0.0,-15.2942,0.0,819.0583,124.395,78.6645,81905.83, 4:00:00,2019/10/30 4:00:00
700,2019/10/30,5,0.0,0.0,0.0,-15.5283,0.0,819.2858,112.9617,88.2775,81928.58, 5:00:00,2019/10/30 5:00:00
701,2019/10/30,6,0.0,0.0,0.0,-15.7508,0.0,819.4758,101.4717,98.46,81947.58, 6:00:00,2019/10/30 6:00:00
702,2019/10/30,7,7.2767,1.2656,7.1946,-15.7717,0.0,819.8208,90.12,107.8517,81982.08, 7:00:00,2019/10/30 7:00:00
703,2019/10/30,8,38.4567,1.2663,38.221,-15.6075,0.0,820.4817,79.6273,117.9083,82048.17, 8:00:00,2019/10/30 8:00:00
704,2019/10/30,9,162.7094,11.3766,159.2825,-13.86,0.0,820.9692,70.084,129.2917,82096.92, 9:00:00,2019/10/30 9:00:00
705,2019/10/30,10,285.6018,242.4842,168.0454,-12.1292,3.42,820.9258,62.0997,142.6317,82092.58, 10:00:00,2019/10/30 10:00:00
706,2019/10/30,11,452.7748,576.7102,132.6717,-12.625,6.5925,820.835,56.4278,158.24,82083.5, 11:00:00,2019/10/30 11:00:00
707,2019/10/30,12,639.5035,906.6203,104.5638,-9.5575,17.8,820.3675,53.8408,175.6783,82036.75, 12:00:00,2019/10/30 12:00:00
708,2019/10/30,13,622.1638,902.7604,101.5699,-7.0342,16.0058,819.5667,54.7843,193.5583,81956.67, 13:00:00,2019/10/30 13:00:00
709,2019/10/30,14,544.9338,876.5389,94.5461,-6.9083,16.1608,819.1717,59.0877,210.1483,81917.17, 14:00:00,2019/10/30 14:00:00
710,2019/10/30,15,416.1967,829.9058,79.3238,-7.1525,15.0108,819.065,66.0833,224.5467,81906.5, 15:00:00,2019/10/30 15:00:00
711,2019/10/30,16,248.5964,729.4004,57.7387,-7.8283,17.7883,818.83,74.9815,236.775,81883.0, 16:00:00,2019/10/30 16:00:00
712,2019/10/30,17,63.1128,293.7037,24.9349,-8.74,12.6958,818.8158,85.0395,247.3583,81881.58, 17:00:00,2019/10/30 17:00:00
713,2019/10/30,18,0.9311,0.0,0.9311,-9.5508,4.7317,818.815,96.1033,256.9567,81881.5, 18:00:00,2019/10/30 18:00:00
714,2019/10/30,19,0.0,0.0,0.0,-6.4183,10.1425,818.8125,107.5567,266.245,81881.25, 19:00:00,2019/10/30 19:00:00
715,2019/10/30,20,0.0,0.0,0.0,-5.215,12.1108,818.7325,119.0767,275.995,81873.25, 20:00:00,2019/10/30 20:00:00
716,2019/10/30,21,0.0,0.0,0.0,-4.4167,8.3883,818.3642,130.3583,287.275,81836.42, 21:00:00,2019/10/30 21:00:00
717,2019/10/30,22,0.0,0.0,0.0,-3.9317,5.3183,818.3608,140.8367,301.8983,81836.08, 22:00:00,2019/10/30 22:00:00
718,2019/10/30,23,0.0,0.0,0.0,-3.5142,5.7592,818.5383,149.365,322.8133,81853.83, 23:00:00,2019/10/30 23:00:00
719,2019/10/31,0,0.0,0.0,0.0,-2.7467,7.9342,818.4475,153.82,259.1584,81844.75, 0:00:00,2019/10/31 0:00:00
720,2019/10/31,1,0.0,0.0,0.0,-1.8292,7.6392,817.9767,152.185,24.1333,81797.67, 1:00:00,2019/10/31 1:00:00
721,2019/10/31,2,0.0,0.0,0.0,-1.88,4.3625,817.7608,145.2933,49.1502,81776.08, 2:00:00,2019/10/31 2:00:00
722,2019/10/31,3,0.0,0.0,0.0,-2.505,0.6492,817.1917,135.5717,66.3745,81719.17, 3:00:00,2019/10/31 3:00:00
723,2019/10/31,4,0.0,0.0,0.0,-1.4008,1.53,816.8067,124.5917,78.9833,81680.67, 4:00:00,2019/10/31 4:00:00
724,2019/10/31,5,0.0,0.0,0.0,-0.125,2.7083,816.7575,113.1517,89.3167,81675.75, 5:00:00,2019/10/31 5:00:00
725,2019/10/31,6,0.0,0.0,0.0,-3.5108,0.8467,817.1575,101.6667,98.7283,81715.75, 6:00:00,2019/10/31 6:00:00
726,2019/10/31,7,14.3928,114.1058,7.3066,-3.81,0.7133,817.2708,90.3233,108.105,81727.08, 7:00:00,2019/10/31 7:00:00
727,2019/10/31,8,157.6553,682.3312,33.5887,-1.53,1.495,817.4408,79.8502,118.1483,81744.08, 8:00:00,2019/10/31 8:00:00
728,2019/10/31,9,333.9809,844.2136,49.0667,1.1083,2.4458,817.395,70.3342,129.5117,81739.5, 9:00:00,2019/10/31 9:00:00
729,2019/10/31,10,480.3374,910.7856,57.9288,1.7233,1.4583,817.2683,62.3785,142.8167,81726.83, 10:00:00,2019/10/31 10:00:00
730,2019/10/31,11,578.252,940.5286,62.3884,2.2083,1.7992,817.3192,56.7355,158.365,81731.92, 11:00:00,2019/10/31 11:00:00
731,2019/10/31,12,621.6383,949.7365,65.5998,2.555,1.5225,816.8917,54.163999999999994,175.745,81689.17, 12:00:00,2019/10/31 12:00:00
732,2019/10/31,13,611.7673,949.1789,68.7929,4.1792,1.7317,816.43,55.1058,193.49,81643.0, 13:00:00,2019/10/31 13:00:00
733,2019/10/31,14,544.2928,924.5189999999999,73.1929,6.0833,1.1667,816.155,59.3892,210.0133,81615.5, 14:00:00,2019/10/31 14:00:00
734,2019/10/31,15,162.1579,125.2895,106.1975,6.055,0.9308,816.135,66.3595,224.3617,81613.5, 15:00:00,2019/10/31 15:00:00
735,2019/10/31,16,279.437,621.0546,129.9958,7.555,0.8933,816.0108,75.2298,236.5633,81601.08, 16:00:00,2019/10/31 16:00:00
736,2019/10/31,17,111.0511,318.6923,70.64,7.525,1.3708,815.8292,85.2667,247.1317,81582.92, 17:00:00,2019/10/31 17:00:00
737,2019/10/31,18,0.6028,0.0,0.6028,6.2892,1.4542,815.7033,96.3317,256.7133,81570.33, 18:00:00,2019/10/31 18:00:00
738,2019/10/31,19,0.0,0.0,0.0,3.5717,1.345,815.825,107.7633,265.9817,81582.5, 19:00:00,2019/10/31 19:00:00
739,2019/10/31,20,0.0,0.0,0.0,2.8517,1.49,815.7875,119.285,275.7083,81578.75, 20:00:00,2019/10/31 20:00:00
740,2019/10/31,21,0.0,0.0,0.0,2.2175,2.0042,815.7008,130.5783,286.9617,81570.08, 21:00:00,2019/10/31 21:00:00
741,2019/10/31,22,0.0,0.0,0.0,4.5667,2.3058,815.5475,141.0783,301.5667,81554.75, 22:00:00,2019/10/31 22:00:00
742,2019/10/31,23,0.0,0.0,0.0,3.77,2.08,815.4767,149.6533,322.5217,81547.67, 23:00:00,2019/10/31 23:00:00
743,2019/11/01,0,0.0,0.0,0.0,3.05,2.4558,815.3783,154.1333,259.1038,81537.83, 0:00:00,2019/11/01 0:00:00
744,2019/11/01,1,0.0,0.0,0.0,2.2208,2.9,815.6525,152.4883,24.3732,81565.25, 1:00:00,2019/11/01 1:00:00
745,2019/11/01,2,0.0,0.0,0.0,-1.4333,2.48,816.6958,145.5483,49.5027,81669.58, 2:00:00,2019/11/01 2:00:00
746,2019/11/01,3,0.0,0.0,0.0,-0.4033,2.5633,817.375,135.7867,66.7193,81737.5, 3:00:00,2019/11/01 3:00:00
747,2019/11/01,4,0.0,0.0,0.0,-1.1142,1.98,817.965,124.7867,79.2963,81796.5, 4:00:00,2019/11/01 4:00:00
748,2019/11/01,5,0.0,0.0,0.0,-1.2392,2.015,818.6908,113.3417,89.6033,81869.08, 5:00:00,2019/11/01 5:00:00
749,2019/11/01,6,0.0,0.0,0.0,-1.7642,1.4125,819.4358,101.8617,98.9917,81943.58, 6:00:00,2019/11/01 6:00:00
750,2019/11/01,7,19.8029,66.721,15.7258,-2.0508,2.2683,820.0117,90.5283,108.355,82001.17, 7:00:00,2019/11/01 7:00:00
751,2019/11/01,8,61.8874,54.8946,55.9679,-1.45,1.235,820.9333,80.074,118.3833,82093.33, 8:00:00,2019/11/01 8:00:00
752,2019/11/01,9,324.5559,776.9477,63.6027,0.2775,1.7183,821.9042,70.5842,129.7317,82190.42, 9:00:00,2019/11/01 9:00:00
753,2019/11/01,10,463.2891,843.2984,76.0778,-0.0242,2.9525,822.6967,62.6568,142.9983,82269.67, 10:00:00,2019/11/01 10:00:00
754,2019/11/01,11,591.5325,794.2397,160.5452,0.4,2.5067,823.0675,57.04,158.49,82306.75, 11:00:00,2019/11/01 11:00:00
755,2019/11/01,12,406.8922,195.5079,293.9673,0.0775,3.0825,823.0208,54.4832,175.7617,82302.08, 12:00:00,2019/11/01 12:00:00
756,2019/11/01,13,445.62800000000004,152.4811,359.097,-0.0917,3.3758,822.8742,55.4207,193.4333,82287.42, 13:00:00,2019/11/01 13:00:00
757,2019/11/01,14,244.1655,15.0172,236.769,0.3817,2.5817,822.8908,59.6865,209.8733,82289.08, 14:00:00,2019/11/01 14:00:00
758,2019/11/01,15,78.2618,0.5718,78.0456,-0.4,3.14,823.26,66.6293,224.1733,82326.0, 15:00:00,2019/11/01 15:00:00
759,2019/11/01,16,71.3417,1.5048,70.9227,-0.4867,2.6725,823.53,75.475,236.3517,82353.0, 16:00:00,2019/11/01 16:00:00
760,2019/11/01,17,19.3206,1.0137,19.2426,-0.5658,1.9775,823.7592,85.48,246.9,82375.92, 17:00:00,2019/11/01 17:00:00
761,2019/11/01,18,0.4932,0.0,0.4932,-1.185,1.3483,824.3558,96.54,256.4683,82435.58, 18:00:00,2019/11/01 18:00:00
762,2019/11/01,19,0.0,0.0,0.0,-1.8267,1.54,824.5733,107.965,265.7217,82457.33, 19:00:00,2019/11/01 19:00:00
763,2019/11/01,20,0.0,0.0,0.0,-2.5042,1.5258,824.6383,119.485,275.42,82463.83, 20:00:00,2019/11/01 20:00:00
764,2019/11/01,21,0.0,0.0,0.0,-2.4333,2.3842,824.585,130.7917,286.6483,82458.5, 21:00:00,2019/11/01 21:00:00
765,2019/11/01,22,0.0,0.0,0.0,-2.5225,3.3925,824.4742,141.3183,301.23,82447.42, 22:00:00,2019/11/01 22:00:00
766,2019/11/01,23,0.0,0.0,0.0,-2.2483,2.0725,823.9883,149.9367,322.2283,82398.83, 23:00:00,2019/11/01 23:00:00
767,2019/11/02,0,0.0,0.0,0.0,-3.3933,2.415,823.6833,154.445,259.0392,82368.33, 0:00:00,2019/11/02 0:00:00
768,2019/11/02,1,0.0,0.0,0.0,-3.3133,2.4333,823.135,152.785,24.6083,82313.5, 1:00:00,2019/11/02 1:00:00
769,2019/11/02,2,0.0,0.0,0.0,-1.9725,2.6825,822.3367,145.8,49.8515,82233.67, 2:00:00,2019/11/02 2:00:00
770,2019/11/02,3,0.0,0.0,0.0,-1.435,2.1233,821.6767,135.9967,67.0595,82167.67, 3:00:00,2019/11/02 3:00:00
771,2019/11/02,4,0.0,0.0,0.0,-1.1867,3.0242,821.2008,124.9833,79.60600000000001,82120.08, 4:00:00,2019/11/02 4:00:00
772,2019/11/02,5,0.0,0.0,0.0,-1.1517,2.4692,821.01,113.5317,89.88,82101.0, 5:00:00,2019/11/02 5:00:00
773,2019/11/02,6,0.0,0.0,0.0,-0.2533,3.9583,820.5858,102.055,99.25,82058.58, 6:00:00,2019/11/02 6:00:00
774,2019/11/02,7,12.3122,97.8338,6.6579999999999995,0.6058,4.0567,820.01,90.7367,108.5983,82001.0, 7:00:00,2019/11/02 7:00:00
775,2019/11/02,8,150.8708,679.0517,32.3021,3.5425,3.5283,820.055,80.2957,118.61,82005.5, 8:00:00,2019/11/02 8:00:00
776,2019/11/02,9,327.7389,847.5989999999999,48.5666,3.4933,1.8375,820.2517,70.8312,129.9533,82025.17, 9:00:00,2019/11/02 9:00:00
777,2019/11/02,10,550.9021,895.8318,144.1834,7.0375,0.8875,819.8892,62.9328,143.175,81988.92, 10:00:00,2019/11/02 10:00:00
778,2019/11/02,11,452.6259,445.8349,209.7237,9.6808,0.9883,819.6533,57.3413,158.6033,81965.33, 11:00:00,2019/11/02 11:00:00
779,2019/11/02,12,419.9888,385.2324,197.3132,9.5092,1.3192,818.9733,54.7988,175.7867,81897.33, 12:00:00,2019/11/02 12:00:00
780,2019/11/02,13,799.1309,954.805,261.6972,11.5817,1.585,818.3742,55.7318,193.3717,81837.42, 13:00:00,2019/11/02 13:00:00
781,2019/11/02,14,651.3987,916.3425,192.6274,9.2825,2.6958,818.0717,59.9783,209.7317,81807.17, 14:00:00,2019/11/02 14:00:00
782,2019/11/02,15,396.3338,856.4552,59.7777,6.2183,2.035,818.2042,66.8953,223.9883,81820.42, 15:00:00,2019/11/02 15:00:00
783,2019/11/02,16,235.9414,747.5513,49.6366,6.0283,1.3767,818.2108,75.7145,236.1383,81821.08, 16:00:00,2019/11/02 16:00:00
784,2019/11/02,17,53.3216,276.2938,19.3633,5.1225,1.7092,818.03,85.6983,246.6717,81803.0, 17:00:00,2019/11/02 17:00:00
785,2019/11/02,18,0.4236,0.0,0.4236,4.9158,2.9158,817.6042,96.7467,256.225,81760.42, 18:00:00,2019/11/02 18:00:00
786,2019/11/02,19,0.0,0.0,0.0,5.5717,1.4583,817.8458,108.1633,265.4617,81784.58, 19:00:00,2019/11/02 19:00:00
787,2019/11/02,20,0.0,0.0,0.0,4.645,1.495,817.545,119.6833,275.1417,81754.5, 20:00:00,2019/11/02 20:00:00
788,2019/11/02,21,0.0,0.0,0.0,3.3483,1.7817,817.2992,130.995,286.3367,81729.92, 21:00:00,2019/11/02 21:00:00
789,2019/11/02,22,0.0,0.0,0.0,3.5933,2.7742,817.1633,141.5533,300.8883,81716.33, 22:00:00,2019/11/02 22:00:00
790,2019/11/02,23,0.0,0.0,0.0,1.1,2.6458,816.835,150.2133,321.9333,81683.5, 23:00:00,2019/11/02 23:00:00
791,2019/11/03,0,0.0,0.0,0.0,4.8808,3.7517,816.2083,154.7533,258.9682,81620.83, 0:00:00,2019/11/03 0:00:00
792,2019/11/03,1,0.0,0.0,0.0,4.9467,3.1558,815.8233,153.0767,24.8388,81582.33, 1:00:00,2019/11/03 1:00:00
793,2019/11/03,2,0.0,0.0,0.0,3.9375,2.9175,815.4617,146.05,50.1953,81546.17, 2:00:00,2019/11/03 2:00:00
794,2019/11/03,3,0.0,0.0,0.0,5.4242,2.7342,814.9033,136.2133,67.395,81490.33, 3:00:00,2019/11/03 3:00:00
795,2019/11/03,4,0.0,0.0,0.0,5.205,2.7392,814.1525,125.1783,79.907,81415.25, 4:00:00,2019/11/03 4:00:00
796,2019/11/03,5,0.0,0.0,0.0,5.4908,2.8117,813.5208,113.7183,90.1567,81352.08, 5:00:00,2019/11/03 5:00:00
797,2019/11/03,6,0.0,0.0,0.0,5.8758,1.9525,813.3042,102.25,99.505,81330.42, 6:00:00,2019/11/03 6:00:00
798,2019/11/03,7,9.6064,55.5219,6.4639,5.0567,1.4525,813.5242,90.95,108.835,81352.42, 7:00:00,2019/11/03 7:00:00
799,2019/11/03,8,143.2914,635.7091,34.4434,7.875,1.365,813.6483,80.518,118.8367,81364.83, 8:00:00,2019/11/03 8:00:00
800,2019/11/03,9,300.9373,767.0549,54.0131,10.025,1.4142,814.1333,71.08,130.1533,81413.33, 9:00:00,2019/11/03 9:00:00
801,2019/11/03,10,339.4601,469.1548,135.8045,11.74,1.8567,814.0075,63.2073,143.3433,81400.75, 10:00:00,2019/11/03 10:00:00
802,2019/11/03,11,539.1092,753.2054,135.6139,13.01,1.74,813.99,57.6402,158.71,81399.0, 11:00:00,2019/11/03 11:00:00
803,2019/11/03,12,628.8958,866.0678,133.3996,14.2583,2.4658,813.5967,55.1103,175.8117,81359.67, 12:00:00,2019/11/03 12:00:00
804,2019/11/03,13,405.2972,342.7982,210.1047,13.7142,4.2233,812.965,56.0388,193.3017,81296.5, 13:00:00,2019/11/03 13:00:00
805,2019/11/03,14,400.27099999999996,243.3484,281.2776,13.2092,3.4642,812.7942,60.2657,209.5933,81279.42, 14:00:00,2019/11/03 14:00:00
806,2019/11/03,15,221.0615,67.357,192.9488,12.8667,2.325,812.82,67.1555,223.8017,81282.0, 15:00:00,2019/11/03 15:00:00
807,2019/11/03,16,241.9559,516.5756,119.8689,13.0292,1.7208,813.1167,75.9502,235.925,81311.67, 16:00:00,2019/11/03 16:00:00
808,2019/11/03,17,73.4984,169.18200000000002,53.0822,12.415,1.2483,813.1558,85.9117,246.44,81315.58, 17:00:00,2019/11/03 17:00:00
809,2019/11/03,18,0.7962,0.0,0.7962,10.8183,1.3358,813.3892,96.955,255.9817,81338.92, 18:00:00,2019/11/03 18:00:00
810,2019/11/03,19,0.0,0.0,0.0,10.2442,1.9675,813.5442,108.3533,265.1983,81354.42, 19:00:00,2019/11/03 19:00:00
811,2019/11/03,20,0.0,0.0,0.0,8.305,1.8383,813.7667,119.8717,274.85,81376.67, 20:00:00,2019/11/03 20:00:00
812,2019/11/03,21,0.0,0.0,0.0,6.4008,1.6667,814.0167,131.1983,286.0233,81401.67, 21:00:00,2019/11/03 21:00:00
813,2019/11/03,22,0.0,0.0,0.0,5.3675,1.945,814.5,141.78,300.5483,81450.0, 22:00:00,2019/11/03 22:00:00
814,2019/11/03,23,0.0,0.0,0.0,4.6733,2.3925,814.3392,150.485,321.6233,81433.92, 23:00:00,2019/11/03 23:00:00
815,2019/11/04,0,0.0,0.0,0.0,4.3067,3.2633,814.345,155.0667,258.8883,81434.5, 0:00:00,2019/11/04 0:00:00
816,2019/11/04,1,0.0,0.0,0.0,4.0958,2.9825,814.2883,153.365,25.0642,81428.83, 1:00:00,2019/11/04 1:00:00
817,2019/11/04,2,0.0,0.0,0.0,4.0617,2.615,814.1775,146.295,50.5353,81417.75, 2:00:00,2019/11/04 2:00:00
818,2019/11/04,3,0.0,0.0,0.0,3.8542,2.7725,814.03,136.4217,67.7253,81403.0, 3:00:00,2019/11/04 3:00:00
819,2019/11/04,4,0.0,0.0,0.0,3.2108,1.4458,814.1808,125.37,80.2068,81418.08, 4:00:00,2019/11/04 4:00:00
820,2019/11/04,5,0.0,0.0,0.0,1.6617,2.115,814.5692,113.9067,90.4217,81456.92, 5:00:00,2019/11/04 5:00:00
821,2019/11/04,6,0.0,0.0,0.0,1.2033,2.545,814.935,102.4433,99.7533,81493.5, 6:00:00,2019/11/04 6:00:00
822,2019/11/04,7,9.1983,20.9061,8.3046,0.5742,2.4933,814.88,91.1517,109.0667,81488.0, 7:00:00,2019/11/04 7:00:00
823,2019/11/04,8,92.094,100.8778,69.2881,0.3942,1.1733,815.2192,80.74,119.0517,81521.92, 8:00:00,2019/11/04 8:00:00
824,2019/11/04,9,267.4989,325.08099999999996,164.5923,2.5892,1.1675,815.6658,71.3255,130.35,81566.58, 9:00:00,2019/11/04 9:00:00
825,2019/11/04,10,187.9301,18.0045,180.3185,4.2142,1.1275,815.6042,63.4808,143.5067,81560.42, 10:00:00,2019/11/04 10:00:00
826,2019/11/04,11,367.9846,297.6548,209.5156,5.0083,1.895,815.795,57.9362,158.8083,81579.5, 11:00:00,2019/11/04 11:00:00
827,2019/11/04,12,603.2069,824.1915,134.90200000000002,6.465,2.3117,815.6625,55.4175,175.8333,81566.25, 12:00:00,2019/11/04 12:00:00
828,2019/11/04,13,610.7747,882.8283,121.685,7.1525,2.1192,815.3575,56.3413,193.23,81535.75, 13:00:00,2019/11/04 13:00:00
829,2019/11/04,14,510.3403,833.9964,98.4191,7.5108,1.9342,815.3592,60.5478,209.4533,81535.92, 14:00:00,2019/11/04 14:00:00
830,2019/11/04,15,346.8211,616.0993,114.3138,7.7825,2.1792,815.4183,67.4112,223.6183,81541.83, 15:00:00,2019/11/04 15:00:00
831,2019/11/04,16,222.8887,651.8737,66.1191,6.6325,3.1083,816.185,76.17699999999999,235.7133,81618.5, 16:00:00,2019/11/04 16:00:00
832,2019/11/04,17,43.9345,194.9525,20.6619,4.8833,2.6817,817.0475,86.115,246.2117,81704.75, 17:00:00,2019/11/04 17:00:00
833,2019/11/04,18,0.1927,0.0,0.1927,3.4367,1.745,817.7967,97.15,255.7417,81779.67, 18:00:00,2019/11/04 18:00:00
834,2019/11/04,19,0.0,0.0,0.0,2.9033,0.6058,818.2175,108.5367,264.9383,81821.75, 19:00:00,2019/11/04 19:00:00
835,2019/11/04,20,0.0,0.0,0.0,2.2458,1.0733,818.5108,120.0567,274.5683,81851.08, 20:00:00,2019/11/04 20:00:00
836,2019/11/04,21,0.0,0.0,0.0,1.6958,1.2767,818.7725,131.3967,285.71,81877.25, 21:00:00,2019/11/04 21:00:00
837,2019/11/04,22,0.0,0.0,0.0,1.86,2.55,818.8208,142.0033,300.2,81882.08, 22:00:00,2019/11/04 22:00:00
838,2019/11/04,23,0.0,0.0,0.0,2.4792,3.2458,818.1908,150.7367,321.3183,81819.08, 23:00:00,2019/11/04 23:00:00
839,2019/11/05,0,0.0,0.0,0.0,2.8708,2.3583,817.7658,155.37,258.7985,81776.58, 0:00:00,2019/11/05 0:00:00
840,2019/11/05,1,0.0,0.0,0.0,2.6783,2.4783,817.4342,153.6483,25.2833,81743.42, 1:00:00,2019/11/05 1:00:00
841,2019/11/05,2,0.0,0.0,0.0,0.505,2.5508,817.18,146.54,50.8697,81718.0, 2:00:00,2019/11/05 2:00:00
842,2019/11/05,3,0.0,0.0,0.0,0.6167,1.9842,816.9808,136.635,68.0508,81698.08, 3:00:00,2019/11/05 3:00:00
843,2019/11/05,4,0.0,0.0,0.0,0.7817,1.67,817.04,125.5633,80.4972,81704.0, 4:00:00,2019/11/05 4:00:00
844,2019/11/05,5,0.0,0.0,0.0,0.8742,1.7842,817.6383,114.0983,90.69,81763.83, 5:00:00,2019/11/05 5:00:00
845,2019/11/05,6,0.0,0.0,0.0,0.9367,1.9767,817.8483,102.6367,99.9983,81784.83, 6:00:00,2019/11/05 6:00:00
846,2019/11/05,7,8.6665,60.1938,5.5113,1.8342,1.6175,818.0258,91.3567,109.2933,81802.58, 7:00:00,2019/11/05 7:00:00
847,2019/11/05,8,133.6303,610.9206,33.0854,2.9692,0.9933,818.7425,80.9572,119.265,81874.25, 8:00:00,2019/11/05 8:00:00
848,2019/11/05,9,280.1094,701.0221,55.3148,4.085,1.1775,819.395,71.5703,130.545,81939.5, 9:00:00,2019/11/05 9:00:00
849,2019/11/05,10,447.9838,867.1137,64.4446,6.185,1.5092,819.3042,63.7507,143.655,81930.42, 10:00:00,2019/11/05 10:00:00
850,2019/11/05,11,543.2427,887.6586,75.8582,7.6783,1.4108,819.225,58.2283,158.9083,81922.5, 11:00:00,2019/11/05 11:00:00
851,2019/11/05,12,582.5837,897.6105,77.0562,9.2833,1.8875,818.8783,55.7215,175.8417,81887.83, 12:00:00,2019/11/05 12:00:00
852,2019/11/05,13,565.6709,884.2852,79.3712,10.8608,1.7642,818.2867,56.6388,193.1583,81828.67, 13:00:00,2019/11/05 13:00:00
853,2019/11/05,14,488.0936,847.8343,74.848,11.7058,1.8183,817.9517,60.8253,209.3083,81795.17, 14:00:00,2019/11/05 14:00:00
854,2019/11/05,15,360.0062,771.3691,65.6348,12.4917,1.5692,817.7925,67.6617,223.4317,81779.25, 15:00:00,2019/11/05 15:00:00
855,2019/11/05,16,201.1603,637.1621,49.867,12.2992,1.8742,817.8433,76.4017,235.5017,81784.33, 16:00:00,2019/11/05 16:00:00
856,2019/11/05,17,41.5299,206.1181,17.3184,12.4433,1.1633,817.9825,86.3217,245.985,81798.25, 17:00:00,2019/11/05 17:00:00
857,2019/11/05,18,0.191,0.0,0.191,9.9433,2.5758,818.0158,97.34,255.4967,81801.58, 18:00:00,2019/11/05 18:00:00
858,2019/11/05,19,0.0,0.0,0.0,8.6408,2.4925,818.1325,108.7167,264.6783,81813.25, 19:00:00,2019/11/05 19:00:00
859,2019/11/05,20,0.0,0.0,0.0,7.0583,2.8742,818.445,120.235,274.2817,81844.5, 20:00:00,2019/11/05 20:00:00
860,2019/11/05,21,0.0,0.0,0.0,6.8117,3.7525,818.3775,131.5817,285.38,81837.75, 21:00:00,2019/11/05 21:00:00
861,2019/11/05,22,0.0,0.0,0.0,7.3392,3.1308,818.4042,142.2133,299.8517,81840.42, 22:00:00,2019/11/05 22:00:00
862,2019/11/05,23,0.0,0.0,0.0,6.8633,2.6533,818.2292,150.9983,320.9883,81822.92, 23:00:00,2019/11/05 23:00:00
863,2019/11/06,0,0.0,0.0,0.0,6.4883,3.3067,817.9083,155.665,258.6983,81790.83, 0:00:00,2019/11/06 0:00:00
