Date,Specie,median
2022-10-03,humidity,97.0
2022-10-03,wind-speed,2.8
2022-10-04,wind-speed,3.3
2022-10-04,pm25,38.0
2022-10-04,humidity,98.0
2022-10-05,pm25,34.0
2022-10-05,humidity,94.0
2022-10-05,wind-speed,4.3
2022-10-06,wind-speed,3.8
2022-10-06,humidity,95.5
2022-10-06,pm25,42.0
2022-10-07,pm25,34.0
2022-10-07,wind-speed,4.8
2022-10-07,humidity,85.5
2022-10-08,humidity,88.0
2022-10-08,pm25,30.0
2022-10-08,wind-speed,3.6
2022-10-09,pm25,25.0
2022-10-09,wind-speed,2.3
2022-10-09,humidity,94.0
2022-10-10,wind-speed,1.8
2022-10-10,humidity,94.0
2022-10-10,pm25,57.0
2022-10-11,wind-speed,3.3
2022-10-11,humidity,91.0
2022-10-11,pm25,17.0
2022-10-12,pm25,30.0
2022-10-12,wind-speed,3.3
2022-10-12,humidity,85.5
2022-10-13,wind-speed,4.3
2022-10-13,humidity,88.0
2022-10-13,pm25,50.0
2022-10-14,wind-speed,5.1
2022-10-14,humidity,91.0
2022-10-14,pm25,55.0
2022-10-15,humidity,85.5
2022-10-15,pm25,42.0
2022-10-15,wind-speed,4.6
2022-10-16,pm25,50.0
2022-10-16,wind-speed,3.6
2022-10-16,humidity,85.5
2022-10-17,pm25,46.0
2022-10-17,humidity,88.0
2022-10-17,wind-speed,2.4
2022-10-18,pm25,55.0
2022-10-18,humidity,94.0
2022-10-18,wind-speed,2.5
2022-10-19,pm25,50.0
2022-10-19,humidity,94.0
2022-10-19,wind-speed,2.8
2022-10-20,wind-speed,3.8
2022-10-20,humidity,88.0
2022-10-20,pm25,34.0
2022-10-21,wind-speed,4.3
2022-10-21,humidity,88.0
2022-10-21,pm25,42.0
2022-10-22,wind-speed,3.6
2022-10-22,humidity,91.0
2022-10-22,pm25,50.0
2022-10-23,wind-speed,3.0
2022-10-23,humidity,91.0
2022-10-23,pm25,38.0
2022-10-24,pm25,42.0
2022-10-24,wind-speed,4.6
2022-10-24,humidity,88.0
2022-10-25,pm25,38.0
2022-10-25,humidity,94.0
2022-10-25,wind-speed,3.6
2022-10-26,humidity,88.0
2022-10-26,wind-speed,1.8
2022-10-26,pm25,25.0
2022-10-27,humidity,91.0
2022-10-27,pm25,17.0
2022-10-27,wind-speed,3.3
