Date,Specie,median
2022-07-28,wind-speed,2.0
2022-07-29,pm10,8.0
2022-07-29,humidity,71.5
2022-07-29,wind-speed,1.8
2022-07-29,pm25,13.0
2022-07-30,pm25,13.0
2022-07-30,humidity,71.7
2022-07-30,wind-speed,1.2
2022-07-30,pm10,8.0
2022-07-31,pm25,13.0
2022-07-31,pm10,6.0
2022-07-31,humidity,71.5
2022-07-31,wind-speed,1.6
2022-08-01,pm25,13.0
2022-08-01,humidity,58.3
2022-08-01,pm10,10.0
2022-08-01,wind-speed,1.6
2022-08-02,pm25,13.0
2022-08-02,wind-speed,1.2
2022-08-02,pm10,14.0
2022-08-02,humidity,48.3
2022-08-03,wind-speed,1.8
2022-08-03,pm25,17.0
2022-08-03,pm10,11.0
2022-08-03,humidity,46.9
2022-08-04,pm10,7.0
2022-08-04,humidity,55.8
2022-08-04,wind-speed,2.1
2022-08-04,pm25,13.0
2022-08-05,pm25,13.0
2022-08-05,wind-speed,1.5
2022-08-05,pm10,10.0
2022-08-05,humidity,51.3
2022-08-06,wind-speed,2.9
2022-08-06,humidity,42.2
2022-08-06,pm25,17.0
2022-08-06,pm10,10.0
2022-08-07,wind-speed,2.1
2022-08-07,pm25,13.0
2022-08-07,pm10,6.0
2022-08-07,humidity,50.7
2022-08-08,humidity,53.0
2022-08-08,pm25,13.0
2022-08-08,wind-speed,2.2
2022-08-08,pm10,7.0
2022-08-09,wind-speed,1.5
2022-08-09,humidity,62.5
2022-08-09,pm10,8.0
2022-08-09,pm25,13.0
2022-08-10,wind-speed,2.1
2022-08-10,humidity,59.6
2022-08-10,pm25,13.0
2022-08-10,pm10,7.0
2022-08-11,pm10,8.0
2022-08-11,humidity,57.2
2022-08-11,wind-speed,1.5
2022-08-11,pm25,17.0
2022-08-12,humidity,58.5
2022-08-12,wind-speed,2.0
2022-08-12,pm10,10.0
2022-08-12,pm25,17.0
2022-08-13,pm25,17.0
2022-08-13,pm10,10.0
2022-08-13,wind-speed,1.7
